"enrollee_id","city","city_development_index","gender_Other","gender_M","gender_F","relevent_experience_N","relevent_experience_Y","enrolled_university_None","enrolled_university_Part-Time","enrolled_university_Full-Time","education_level","major_discipline_None","major_discipline_Arts","major_discipline_Humanities","major_discipline_Business","major_discipline_STEM","major_discipline_Other","experience","company_size","company_type_Funded Startup","company_type_Early Stage Startup","company_type_Pvt Ltd","company_type_Public Sector","company_type_NGO","company_type_Other","last_new_job","training_hours","target"
13493,0.238805970149254,0.925,0,0,1,1,0,0,0,1,"2",0,0,0,0,1,0,"4","3",0,0,0,0,0,0,"0",19,1
8957,0.666666666666667,0.563,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"11","0",0,1,0,0,0,0,"0",54,1
12938,0.573333333333333,0.558,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"1","1",0,0,1,0,0,0,"1",64,1
968,0.234803337306317,0.92,0,1,0,0,1,0,0,1,"3",0,0,0,0,1,0,"8","4",0,0,0,1,0,0,"5",35,0
33149,0.587301587301587,0.555,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"12","0",0,0,1,0,0,0,"1",25,0
19126,0.100226073850791,0.926,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"10","1",1,0,0,0,0,0,"2",14,0
16305,0.59053343350864,0.624,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"3","2",0,0,0,0,0,0,"0",74,0
28162,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"2",0,0,1,0,0,0,"2","3",0,0,1,0,0,0,"1",72,0
2310,0.173333333333333,0.804,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"5","2",0,0,1,0,0,0,"0",62,0
13935,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","2",0,0,0,0,0,0,"5",5,1
19379,0.102310231023102,0.939,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"20","5",0,0,1,0,0,0,"5",26,0
10157,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"4",0,0,0,0,1,0,"21","7",0,0,1,0,0,0,"5",74,0
8143,0.59053343350864,0.624,0,0,1,1,0,0,0,1,"2",0,0,0,0,1,0,"0","7",0,0,1,0,0,0,"4",66,1
28417,0.214401481824496,0.92,0,0,1,0,1,0,0,1,"2",0,0,0,0,1,0,"7","2",0,0,0,0,1,0,"4",157,1
12001,0.306122448979592,0.766,0,0,1,0,1,1,0,0,"3",0,0,0,0,1,0,"14","3",0,0,1,0,0,0,"1",112,0
3257,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"21","3",0,0,1,0,0,0,"1",88,1
28046,0.3,0.775,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"7","3",0,0,1,0,0,0,"3",96,1
1534,0.214401481824496,0.92,0,1,0,0,1,0,1,0,"2",0,0,0,0,1,0,"8","2",0,0,1,0,0,0,"1",19,1
31961,0.117259552042161,0.91,0,0,1,1,0,1,0,0,"3",0,0,0,1,0,0,"21","3",0,0,0,0,0,0,"1",63,1
1337,0.0945945945945946,0.924,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"7","2",0,0,1,0,0,0,"4",53,0
9096,0.214401481824496,0.92,0,1,0,1,0,1,0,0,"2",0,0,0,0,1,0,"21","2",0,0,1,0,0,0,"5",28,1
32904,0.0918367346938776,0.913,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"9","5",0,0,1,0,0,0,"4",54,0
19115,0.100226073850791,0.926,0,1,0,0,1,1,0,0,"1",1,0,0,0,0,0,"9","7",0,0,1,0,0,0,"2",106,0
29998,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"3","1",0,0,1,0,0,0,"1",16,0
6120,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"16","3",0,0,0,0,0,0,"2",45,0
12727,0.173333333333333,0.804,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"8","1",0,0,1,0,0,0,"1",2,0
18066,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"1",1,0,0,0,0,0,"8","0",0,1,0,0,0,0,"1",166,0
30193,0.105902777777778,0.897,0,1,0,0,1,1,0,0,"2",0,0,1,0,0,0,"5","3",0,0,1,0,0,0,"2",96,0
16159,0.117259552042161,0.91,0,0,1,0,1,1,0,0,"3",0,0,0,0,1,0,"15","5",0,0,1,0,0,0,"2",112,0
14930,0.107142857142857,0.895,0,1,0,1,0,0,0,1,"3",0,0,0,0,1,0,"10","3",0,0,0,1,0,0,"2",94,0
4885,0.102310231023102,0.939,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"19","3",0,0,1,0,0,0,"5",56,0
32111,0.173333333333333,0.804,1,0,0,1,0,0,0,1,"1",1,0,0,0,0,0,"2","7",0,0,1,0,0,0,"2",15,0
9686,0.234803337306317,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"15","4",0,0,1,0,0,0,"1",15,0
5207,0.59053343350864,0.624,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"7","2",0,0,1,0,0,0,"0",76,0
32310,0.234803337306317,0.92,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"4","3",0,0,1,0,0,0,"0",37,0
31607,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"15","5",0,0,0,0,1,0,"2",11,0
9128,0.128712871287129,0.866,0,1,0,1,0,0,0,1,"3",0,0,0,0,1,0,"5","1",0,0,0,1,0,0,"1",31,0
19778,0.132558139534884,0.855,0,1,0,0,1,0,0,1,"3",0,0,0,0,1,0,"14","1",0,0,1,0,0,0,"5",30,0
10965,0.234803337306317,0.92,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"3","0",0,0,1,0,0,0,"1",56,0
15606,0.0840336134453782,0.836,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"8","7",0,0,1,0,0,0,"1",130,0
22383,0.173333333333333,0.804,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"8","3",0,0,1,0,0,0,"1",64,0
29988,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"3","2",0,0,0,0,0,0,"2",62,0
22370,0.573333333333333,0.558,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"4","2",0,0,1,0,0,0,"1",104,1
15347,0.215189873417722,0.903,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"6","4",0,0,1,0,0,0,"0",60,0
4700,0.132558139534884,0.855,0,1,0,1,0,1,0,0,"1",0,0,0,0,0,0,"2","3",0,0,1,0,0,0,"1",130,0
1889,0.285714285714286,0.698,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"7","7",0,0,1,0,0,0,"3",48,0
1306,0.264285714285714,0.754,0,1,0,0,1,0,1,0,"2",0,0,0,0,1,0,"21","3",0,0,1,0,0,0,"1",68,1
13820,0.235294117647059,0.887,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"9","3",0,0,0,0,0,0,"0",13,0
24028,0.269230769230769,0.738,0,1,0,0,1,1,0,0,"2",0,0,1,0,0,0,"2","3",0,0,1,0,0,0,"1",12,0
6879,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"0","1",0,0,1,0,0,0,"1",18,1
30955,0.59053343350864,0.624,0,1,0,1,0,1,0,0,"2",0,0,0,0,1,0,"3","3",0,0,0,0,1,0,"1",39,1
11801,0.214401481824496,0.92,0,1,0,1,0,1,0,0,"2",0,0,0,0,1,0,"3","3",0,1,0,0,0,0,"1",109,0
29464,0.59053343350864,0.624,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"12","2",0,0,0,0,0,0,"0",57,1
3025,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",1,0,0,0,0,0,"18","3",0,1,0,0,0,0,"5",166,0
21846,0.59053343350864,0.624,0,1,0,0,1,0,0,1,"3",0,0,0,0,1,0,"5","2",0,0,1,0,0,0,"1",188,1
32594,0.160839160839161,0.923,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"11","2",1,0,0,0,0,0,"2",152,0
3158,0.100226073850791,0.926,0,0,1,0,1,1,0,0,"3",0,0,0,0,1,0,"11","2",0,0,1,0,0,0,"4",86,0
19402,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"5","2",0,0,1,0,0,0,"1",162,1
24499,0.307291666666667,0.698,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"2","0",0,0,1,0,0,0,"1",134,1
29441,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"6","2",0,0,1,0,0,0,"4",99,1
29017,0.0918367346938776,0.913,0,0,1,0,1,1,0,0,"3",0,1,0,0,0,0,"4","4",0,0,1,0,0,0,"1",194,0
10519,0.222222222222222,0.698,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"3","2",0,0,0,0,0,0,"2",121,0
3310,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"12","3",0,0,1,0,0,0,"5",9,1
18662,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"6","7",0,0,1,0,0,0,"1",56,1
10985,0.078125,0.939,0,1,0,0,1,1,0,0,"1",1,0,0,0,0,0,"6","2",0,0,1,0,0,0,"1",2,0
29348,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"20","3",0,0,0,0,1,0,"2",56,0
5452,0.100226073850791,0.926,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"16","2",0,0,1,0,0,0,"5",46,0
31397,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","0",0,0,1,0,0,0,"5",12,0
2560,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"8","5",0,0,1,0,0,0,"1",32,0
30985,0.647058823529412,0.448,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"2","2",0,0,0,0,0,0,"0",43,1
6487,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"13","1",0,0,1,0,0,0,"3",42,1
21414,0.105902777777778,0.897,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"12","2",0,0,0,0,0,0,"3",6,0
32613,0.117259552042161,0.91,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"2","3",0,0,1,0,0,0,"0",35,0
29001,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"19","6",0,0,1,0,0,0,"1",117,0
4864,0.204545454545455,0.827,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","5",0,0,1,0,0,0,"2",52,1
23772,0.078125,0.939,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"11","2",0,0,1,0,0,0,"4",6,0
109,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,0,1,"14","5",0,0,1,0,0,0,"5",80,0
26456,0.140350877192982,0.666,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"10","0",0,0,0,0,1,0,"1",74,0
25154,0.573333333333333,0.558,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"3","3",0,0,1,0,0,0,"1",109,1
15289,0.141592920353982,0.89,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"6","3",0,0,1,0,0,0,"1",28,0
33379,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"18","0",0,0,1,0,0,0,"2",81,0
3820,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"13","7",0,0,1,0,0,0,"3",190,0
21733,0.195652173913043,0.848,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"9","2",0,0,0,0,0,0,"1",51,0
13122,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","5",0,0,1,0,0,0,"5",68,1
25331,0.229508196721311,0.698,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"0","2",0,0,1,0,0,0,"1",42,1
18762,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"6","2",0,0,0,0,0,0,"3",6,1
25727,0.214401481824496,0.92,0,1,0,1,0,1,0,0,"2",0,0,0,0,1,0,"9","5",0,0,0,0,1,0,"5",13,0
787,0.0893854748603352,0.899,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"16","5",0,0,1,0,0,0,"1",30,0
19608,0.173333333333333,0.804,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"10","6",0,0,1,0,0,0,"5",85,0
28049,0.214401481824496,0.92,0,0,1,1,0,1,0,0,"2",0,0,0,0,1,0,"5","2",0,0,0,1,0,0,"1",6,0
1853,0.59053343350864,0.624,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"2","2",0,0,1,0,0,0,"0",51,1
18055,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,1,0,0,0,"2","2",1,0,0,0,0,0,"1",13,0
26898,0.137931034482759,0.802,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"11","0",0,0,1,0,0,0,"2",26,0
5167,0.59053343350864,0.624,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"1","2",0,0,1,0,0,0,"0",69,1
21001,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"7","5",0,0,1,0,0,0,"1",4,0
11556,0.100226073850791,0.926,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"12","0",0,0,1,0,0,0,"1",22,0
32851,0.235294117647059,0.887,0,1,0,0,1,1,0,0,"1",1,0,0,0,0,0,"21","2",0,0,1,0,0,0,"1",83,1
15283,0.214401481824496,0.92,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"0","3",0,0,0,0,0,0,"0",77,0
8624,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"3",0,0,0,0,1,0,"15","5",0,0,1,0,0,0,"5",106,0
16374,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"1",1,0,0,0,0,0,"9","2",0,0,1,0,0,0,"1",50,0
29119,0.587301587301587,0.555,0,1,0,0,1,1,0,0,"2",0,0,0,1,0,0,"4","2",0,0,1,0,0,0,"0",27,1
26390,0.100226073850791,0.926,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"2","0",0,0,1,0,0,0,"1",165,0
19707,0.204545454545455,0.827,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"2","2",0,0,1,0,0,0,"1",20,0
5013,0.0945945945945946,0.924,0,1,0,0,1,1,0,0,"2",1,0,0,0,0,0,"5","2",0,0,1,0,0,0,"1",288,0
769,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","5",0,0,1,0,0,0,"1",34,0
5951,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"10","2",0,0,1,0,0,0,"1",42,1
32086,0.117259552042161,0.91,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"2","3",0,0,1,0,0,0,"0",43,1
17347,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","6",0,0,1,0,0,0,"5",7,0
21721,0.304347826086957,0.764,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"4","1",0,0,1,0,0,0,"1",78,1
11894,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"3",0,0,0,0,1,0,"15","4",1,0,0,0,0,0,"1",15,1
2256,0.285714285714286,0.698,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"7","7",0,0,1,0,0,0,"0",139,0
27901,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","6",0,0,1,0,0,0,"1",8,0
14078,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"4",0,0,0,0,1,0,"21","7",0,0,0,1,0,0,"2",80,0
7271,0.288461538461538,0.727,0,0,1,0,1,1,0,0,"3",0,0,0,0,1,0,"7","2",0,0,1,0,0,0,"3",300,0
10942,0.538461538461538,0.493,0,1,0,1,0,0,1,0,"2",0,0,0,0,1,0,"0","2",0,0,0,0,0,0,"1",92,1
30300,0.140350877192982,0.666,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"10","3",0,0,1,0,0,0,"5",33,0
19845,0.10126582278481,0.949,0,0,1,0,1,1,0,0,"3",0,0,0,0,1,0,"6","7",0,0,0,1,0,0,"1",3,0
30040,0.586776859504132,0.55,0,1,0,1,0,1,0,0,"3",0,0,0,0,0,1,"6","2",0,0,0,0,0,0,"1",21,1
28975,0.214401481824496,0.92,0,1,0,1,0,1,0,0,"2",0,0,0,0,1,0,"12","4",0,0,1,0,0,0,"1",336,0
8974,0.214401481824496,0.92,0,0,1,1,0,0,0,1,"1",1,0,0,0,0,0,"5","6",0,0,1,0,0,0,"1",30,0
10216,0.107913669064748,0.896,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"8","5",0,0,1,0,0,0,"5",50,0
4875,0.307291666666667,0.698,0,0,1,1,0,0,0,1,"2",0,0,0,0,1,0,"2","3",0,0,1,0,0,0,"0",42,0
27927,0.195652173913043,0.848,0,1,0,1,0,1,0,0,"3",0,0,0,0,1,0,"12","3",0,0,0,0,0,0,"2",17,1
20969,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"10","0",0,0,1,0,0,0,"2",46,1
20898,0.586776859504132,0.55,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"3","2",0,0,1,0,0,0,"0",19,0
27649,0.100226073850791,0.926,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","7",0,0,1,0,0,0,"3",4,0
24200,0.100226073850791,0.926,1,0,0,1,0,1,0,0,"3",0,0,0,0,1,0,"7","7",0,0,1,0,0,0,"1",48,0
24687,0.100226073850791,0.926,0,1,0,1,0,1,0,0,"2",0,1,0,0,0,0,"21","3",0,0,0,0,0,0,"3",24,0
391,0.214401481824496,0.92,0,1,0,0,1,0,1,0,"2",0,0,0,0,1,0,"6","2",0,0,1,0,0,0,"0",194,1
24778,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","7",0,0,0,1,0,0,"2",130,0
26080,0.59053343350864,0.624,0,1,0,1,0,1,0,0,"2",1,0,0,0,0,0,"0","2",0,0,1,0,0,0,"1",20,1
32837,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"11","3",0,0,1,0,0,0,"1",4,0
10140,0.284552845528455,0.767,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"0","2",0,0,1,0,0,0,"1",80,0
22868,0.173333333333333,0.804,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"13","5",0,0,1,0,0,0,"5",72,0
16085,0.173333333333333,0.804,0,1,0,1,0,1,0,0,"0",1,0,0,0,0,0,"0","7",0,0,1,0,0,0,"5",11,0
308,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"4","2",0,0,1,0,0,0,"2",89,0
27252,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"0","2",0,0,1,0,0,0,"2",112,0
33370,0.100226073850791,0.926,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"6","3",0,0,1,0,0,0,"1",264,0
29782,0.141592920353982,0.89,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"5","3",0,0,0,0,0,0,"0",19,0
13637,0.100226073850791,0.926,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"9","3",0,0,1,0,0,0,"0",122,0
6470,0.238805970149254,0.925,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"8","2",0,0,1,0,0,0,"1",34,0
19070,0.117259552042161,0.91,0,0,1,1,0,0,0,1,"1",1,0,0,0,0,0,"3","3",0,0,1,0,0,0,"0",122,0
19368,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,1,0,0,0,"10","3",0,0,1,0,0,0,"5",10,0
29696,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,1,0,0,0,0,"3","2",0,0,0,0,0,0,"2",22,1
22841,0.264285714285714,0.754,0,1,0,1,0,0,0,1,"3",0,0,0,0,1,0,"14","3",0,0,0,0,0,0,"5",10,1
32307,0.388888888888889,0.789,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"4","2",0,0,1,0,0,0,"1",80,0
5942,0.586776859504132,0.55,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"4","2",0,0,1,0,0,0,"1",16,0
20191,0.117259552042161,0.91,0,0,1,1,0,0,0,1,"1",1,0,0,0,0,0,"0","2",1,0,0,0,0,0,"1",94,0
9363,0.173333333333333,0.804,0,1,0,0,1,1,0,0,"3",0,0,0,0,0,1,"13","7",0,0,0,1,0,0,"1",166,0
25744,0.117259552042161,0.91,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"5","3",0,0,1,0,0,0,"0",111,0
14951,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"16","5",0,0,1,0,0,0,"5",24,0
14543,0.100226073850791,0.926,0,1,0,1,0,1,0,0,"1",1,0,0,0,0,0,"6","0",1,0,0,0,0,0,"2",182,0
748,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","2",0,0,1,0,0,0,"4",218,0
13427,0.59053343350864,0.624,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"8","5",0,0,1,0,0,0,"4",103,0
32886,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"2",0,1,0,0,0,0,"12","1",0,0,1,0,0,0,"1",50,0
15104,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"21","7",0,0,1,0,0,0,"1",72,0
20100,0.234803337306317,0.92,0,1,0,1,0,0,1,0,"2",0,0,0,0,1,0,"4","1",0,0,1,0,0,0,"1",57,0
18858,0.128712871287129,0.866,0,1,0,0,1,0,0,1,"3",0,0,0,0,1,0,"13","3",0,0,1,0,0,0,"2",19,0
24464,0.117259552042161,0.91,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"21","2",0,0,1,0,0,0,"1",166,0
12082,0.214401481824496,0.92,0,0,1,0,1,1,0,0,"3",0,0,0,0,1,0,"13","4",0,0,1,0,0,0,"4",28,0
13783,0.234803337306317,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"18","1",0,0,0,0,1,0,"2",13,0
9492,0.214401481824496,0.92,0,1,0,1,0,1,0,0,"3",0,0,0,0,1,0,"6","3",0,0,0,0,0,0,"2",12,1
14072,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"17","3",0,0,1,0,0,0,"2",4,0
13700,0.229508196721311,0.698,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"5","3",0,0,1,0,0,0,"1",46,0
17036,0.384615384615385,0.698,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"5","2",0,0,1,0,0,0,"5",112,1
321,0.111111111111111,0.796,0,1,0,1,0,1,0,0,"0",1,0,0,0,0,0,"8","2",0,0,1,0,0,0,"0",79,0
17681,0.234803337306317,0.92,0,1,0,0,1,0,0,1,"2",0,0,0,0,1,0,"7","2",0,0,1,0,0,0,"1",26,0
32023,0.214401481824496,0.92,0,0,1,1,0,1,0,0,"2",0,0,0,0,1,0,"3","3",0,0,0,0,0,0,"5",108,1
19193,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"14","3",0,0,1,0,0,0,"2",70,0
15814,0.152173913043478,0.843,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"6","2",1,0,0,0,0,0,"4",134,1
26837,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"3","3",0,0,0,0,1,0,"1",89,0
28294,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"14","0",0,0,1,0,0,0,"4",88,0
13816,0.117259552042161,0.91,0,1,0,1,0,0,1,0,"2",0,0,0,0,1,0,"2","7",0,0,0,1,0,0,"1",37,0
8406,0.117259552042161,0.91,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"0","5",0,0,1,0,0,0,"1",60,0
375,0.111111111111111,0.796,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"11","3",0,0,1,0,0,0,"2",26,0
22435,0.235294117647059,0.887,0,1,0,0,1,0,0,1,"1",1,0,0,0,0,0,"13","4",0,0,1,0,0,0,"1",49,0
2890,0.105902777777778,0.897,0,0,1,0,1,1,0,0,"3",0,0,0,0,1,0,"11","2",0,0,1,0,0,0,"5",308,0
16144,0.0945945945945946,0.924,0,1,0,0,1,0,1,0,"2",0,0,0,0,1,0,"7","3",0,0,1,0,0,0,"1",94,0
26998,0.100226073850791,0.926,0,1,0,1,0,0,0,1,"1",1,0,0,0,0,0,"2","7",0,0,1,0,0,0,"2",11,0
30034,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"21","3",0,0,0,0,0,0,"5",196,0
7043,0.100226073850791,0.926,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"4","2",0,0,1,0,0,0,"1",44,0
2117,0.132558139534884,0.855,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"13","2",0,0,0,1,0,0,"3",46,0
7624,0.214401481824496,0.92,0,1,0,0,1,0,1,0,"2",0,0,0,0,1,0,"7","2",0,0,1,0,0,0,"1",47,1
23075,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","5",0,0,0,1,0,0,"5",7,0
9553,0.59053343350864,0.624,0,0,1,0,1,1,0,0,"2",0,0,0,0,1,0,"8","5",0,0,1,0,0,0,"2",220,1
23348,0.195652173913043,0.848,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"4","2",0,0,1,0,0,0,"3",58,0
8134,0.59053343350864,0.624,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"4","2",0,0,1,0,0,0,"1",140,0
30420,0.214401481824496,0.92,0,1,0,1,0,0,0,1,"2",0,0,0,0,1,0,"1","7",0,0,0,1,0,0,"1",17,0
7895,0.173228346456693,0.743,0,1,0,1,0,1,0,0,"3",0,0,0,0,1,0,"5","3",0,0,1,0,0,0,"0",79,0
18751,0.100226073850791,0.926,0,1,0,0,1,1,0,0,"1",1,0,0,0,0,0,"11","1",0,0,1,0,0,0,"1",120,0
24487,0.214401481824496,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"21","5",0,0,1,0,0,0,"5",50,0
130,0.234803337306317,0.92,0,1,0,0,1,1,0,0,"2",0,0,0,0,1,0,"16","5",0,0,0,1,0,0,"5",54,0
1896,0.285714285714286,0.84,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"10","3",0,0,1,0,0,0,"4",69,0
16779,0.117259552042161,0.91,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"16","0",0,0,0,0,0,0,"1",45,0
1831,0.10126582278481,0.949,0,1,0,1,0,1,0,0,"2",0,0,0,0,1,0,"3","0",1,0,0,0,0,0,"5",43,0
24441,0.149253731343284,0.776,0,1,0,0,1,1,0,0,"3",0,0,0,0,1,0,"17","2",1,0,0,0,0,0,"1",37,0
