"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
18347,"74",0.579,"M","Y","None","Graduate","STEM","6","<10","Pvt Ltd","1",72,"0"
3907,"103",0.92,"M","Y","None","Masters","STEM","16","5000-9999","NGO",">4",58,"0"
372,"45",0.89,"M","N","Part-Time","Graduate","None","3","<10","Pvt Ltd","1",24,"0"
10580,"114",0.926,"M","Y","None","Phd","STEM","16","100-500","Public Sector","2",28,"0"
33376,"16",0.91,"F","Y","None","Masters","Business","8","1000-4999","Public Sector","4",74,"0"
27970,"33",0.448,"M","N","None","Graduate","STEM","1","50-99","Pvt Ltd","never",73,"1"
20568,"64",0.666,"M","Y","None","Masters","STEM","16","50-99","Pvt Ltd",">4",160,"0"
9059,"21",0.624,"M","Y","None","Masters","STEM","7","100-500","Pvt Ltd","1",26,"0"
27233,"21",0.624,"M","Y","Full-Time","Graduate","STEM","7","50-99","Pvt Ltd","1",3,"1"
30763,"21",0.624,"M","Y","None","Graduate","STEM","6","50-99","Funded Startup","1",17,"1"
12383,"14",0.698,"M","Y","None","Graduate","Business","13","<10","Pvt Ltd","1",278,"0"
16428,"21",0.624,"M","Y","Full-Time","Graduate","STEM","4","5000-9999","Pvt Ltd","2",14,"1"
3074,"160",0.92,"M","Y","None","Graduate","STEM",">20","10-49","Funded Startup","1",20,"0"
18577,"21",0.624,"M","Y","None","Masters","STEM","12","100-500","Pvt Ltd","2",62,"1"
26667,"103",0.92,"M","Y","None","Graduate","STEM","16","10000+","Pvt Ltd","2",17,"1"
16761,"103",0.92,"M","Y","None","Masters","STEM","5","50-99","Pvt Ltd",">4",60,"0"
953,"102",0.804,"M","Y","None","Graduate","STEM","10","500-999","Pvt Ltd","1",14,"0"
22702,"65",0.802,"M","N","Full-Time","Graduate","STEM","6","100-500","Pvt Ltd","1",40,"0"
20533,"21",0.624,"M","Y","None","Graduate","STEM","3","50-99","Pvt Ltd","1",65,"0"
26444,"149",0.689,"M","Y","Full-Time","Masters","STEM","3","10-49","Public Sector",">4",56,"1"
6617,"21",0.624,"M","Y","Full-Time","Masters","STEM","2","50-99","Pvt Ltd","1",8,"1"
1664,"21",0.624,"M","N","None","Masters","STEM","5","100-500","Public Sector","2",141,"1"
13312,"103",0.92,"M","Y","None","Graduate","Other",">20","100-500","Pvt Ltd","1",9,"1"
5051,"102",0.804,"M","Y","None","Graduate","STEM","7","50-99","Pvt Ltd","1",18,"1"
27122,"102",0.804,"M","Y","None","Graduate","STEM","9","50-99","Pvt Ltd","1",128,"0"
13663,"136",0.897,"M","N","None","Graduate","Business","17","100-500","Pvt Ltd",">4",51,"0"
30803,"21",0.624,"M","N","Full-Time","Graduate","STEM","3","50-99","Pvt Ltd","never",18,"1"
29610,"21",0.624,"M","N","Full-Time","Graduate","STEM","4","50-99","Pvt Ltd","1",45,"1"
24856,"160",0.92,"F","Y","Part-Time","Graduate","STEM","14","1000-4999","Pvt Ltd",">4",39,"0"
27478,"103",0.92,"M","N","None","Graduate","None","19","100-500","Pvt Ltd","1",64,"1"
24844,"21",0.624,"M","N","Full-Time","Masters","STEM","6","50-99","Pvt Ltd","never",15,"1"
13444,"114",0.926,"Other","N","None","Graduate","STEM","11","50-99","Pvt Ltd","1",139,"0"
20446,"21",0.624,"M","Y","Full-Time","Graduate","STEM","4","50-99","Early Stage Startup","1",244,"1"
4296,"71",0.884,"M","Y","None","Phd","STEM",">20","10-49","Funded Startup",">4",58,"0"
23167,"16",0.91,"M","N","None","High School","None","3","50-99","Pvt Ltd","1",147,"0"
33297,"126",0.479,"M","Y","Full-Time","Graduate","STEM",">20","<10","Public Sector",">4",19,"1"
32407,"103",0.92,"M","Y","None","Graduate","STEM","15","10000+","Pvt Ltd",">4",242,"0"
32501,"21",0.624,"M","N","None","Masters","STEM","9","100-500","Pvt Ltd","1",11,"0"
18350,"21",0.624,"M","Y","Full-Time","Graduate","STEM","4","50-99","Pvt Ltd","1",20,"1"
26286,"103",0.92,"F","Y","None","Graduate","STEM","2","50-99","Early Stage Startup","1",124,"0"
2526,"57",0.866,"M","Y","None","Masters","STEM","7","1000-4999","Pvt Ltd","1",72,"0"
26269,"103",0.92,"M","Y","None","Graduate","STEM",">20","<10","Pvt Ltd",">4",47,"0"
8862,"89",0.925,"F","Y","None","Graduate","STEM","10","1000-4999","Pvt Ltd",">4",162,"1"
19713,"114",0.926,"M","Y","None","Graduate","STEM",">20","500-999","Pvt Ltd",">4",59,"0"
4104,"41",0.827,"M","Y","None","Phd","STEM",">20","50-99","Pvt Ltd",">4",96,"0"
30230,"160",0.92,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd","1",258,"1"
14437,"152",0.698,"M","N","Full-Time","Graduate","STEM","4","50-99","Pvt Ltd","never",17,"1"
396,"103",0.92,"M","Y","None","Graduate","STEM","16","10-49","Funded Startup","4",12,"0"
21730,"114",0.926,"M","Y","None","High School","None","9","5000-9999","Pvt Ltd","2",64,"0"
9720,"103",0.92,"M","Y","None","Graduate","STEM","15","10000+","Pvt Ltd","4",96,"0"
26319,"73",0.754,"M","Y","None","Masters","STEM","10","1000-4999","Public Sector","1",47,"0"
11921,"103",0.92,"M","Y","None","Masters","STEM","15","1000-4999","Pvt Ltd","1",36,"0"
12918,"114",0.926,"M","N","Full-Time","Graduate","STEM","8","5000-9999","Public Sector","4",31,"0"
13234,"19",0.682,"M","Y","None","Graduate","STEM","12","50-99","Early Stage Startup",">4",25,"1"
20788,"136",0.897,"M","Y","None","Masters","STEM","7","10000+","Pvt Ltd","2",24,"1"
19380,"103",0.92,"M","Y","Part-Time","Graduate","STEM",">20","500-999","Public Sector","3",44,"1"
5852,"20",0.796,"M","N","None","Graduate","Humanities","7","100-500","Pvt Ltd","1",114,"0"
26206,"160",0.92,"M","N","None","Graduate","Arts","12","100-500","Pvt Ltd","1",70,"0"
8417,"136",0.897,"M","N","None","High School","None","8","50-99","Pvt Ltd","never",18,"0"
4780,"138",0.836,"Other","N","None","Primary School","None","<1","50-99","Pvt Ltd","never",8,"0"
12186,"159",0.843,"M","N","None","Graduate","STEM","14","10-49","Public Sector","4",122,"0"
29233,"103",0.92,"M","N","None","Graduate","STEM","5","50-99","Pvt Ltd","3",5,"0"
18321,"75",0.939,"M","Y","None","Graduate","STEM","9","10-49","Pvt Ltd","1",18,"0"
25771,"114",0.926,"M","N","Full-Time","Masters","Other","8","10000+","Public Sector","4",134,"0"
6514,"103",0.92,"M","Y","None","Graduate","STEM","13","100-500","Funded Startup","1",19,"0"
7763,"21",0.624,"M","Y","None","Graduate","STEM","3","500-999","Pvt Ltd","1",56,"1"
901,"71",0.884,"M","Y","None","Graduate","STEM","4","1000-4999","Pvt Ltd","4",11,"0"
10267,"103",0.92,"F","N","None","Masters","STEM",">20","500-999","Pvt Ltd","never",72,"0"
2474,"23",0.899,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd","2",81,"0"
10054,"114",0.926,"M","Y","None","Masters","STEM","13","500-999","Funded Startup","4",52,"0"
16767,"69",0.856,"M","Y","None","Graduate","STEM","14","50-99","Pvt Ltd","1",124,"0"
17256,"64",0.666,"M","Y","None","High School","None","6","10-49","Early Stage Startup","1",19,"0"
20557,"21",0.624,"M","Y","None","Graduate","STEM","7","50-99","Pvt Ltd","1",29,"1"
18784,"16",0.91,"M","N","Full-Time","Masters","STEM","11","5000-9999","NGO",">4",90,"0"
21160,"13",0.827,"M","N","Full-Time","Graduate","STEM","5","50-99","Pvt Ltd","1",77,"1"
24527,"90",0.698,"M","Y","None","Graduate","STEM","9","50-99","Pvt Ltd","1",130,"0"
16927,"103",0.92,"M","Y","None","Graduate","Other","17","100-500","Pvt Ltd","1",24,"1"
19549,"16",0.91,"M","Y","None","Graduate","STEM","10","<10","Pvt Ltd","3",56,"1"
15987,"159",0.843,"M","Y","None","Masters","STEM","12","50-99","Public Sector","1",4,"0"
30597,"9",0.743,"M","Y","None","Primary School","None","3","<10","Other","1",4,"0"
17580,"44",0.725,"M","Y","None","Graduate","STEM","8","100-500","Pvt Ltd","1",61,"0"
2206,"136",0.897,"M","Y","None","Phd","STEM","11","100-500","Pvt Ltd","2",200,"0"
10901,"103",0.92,"M","Y","Part-Time","Graduate","STEM","9","50-99","Pvt Ltd","4",162,"0"
6286,"116",0.743,"M","Y","Part-Time","Masters","STEM","2","<10","Pvt Ltd","1",58,"0"
33168,"21",0.624,"F","Y","Full-Time","Masters","STEM","<1","<10","Pvt Ltd","1",29,"1"
28497,"21",0.624,"M","Y","None","Graduate","STEM","10","50-99","Pvt Ltd","1",46,"1"
931,"105",0.794,"M","Y","None","Graduate","STEM","5","100-500","NGO","1",6,"0"
5579,"89",0.925,"M","N","None","High School","None","11","50-99","Pvt Ltd","never",35,"0"
22350,"102",0.804,"M","Y","None","Graduate","STEM","6","5000-9999","Pvt Ltd","1",210,"0"
25365,"21",0.624,"M","Y","Full-Time","Graduate","STEM","14","100-500","Pvt Ltd",">4",64,"0"
27270,"46",0.762,"M","Y","None","Masters","STEM","6","50-99","Pvt Ltd","never",21,"0"
30250,"114",0.926,"M","Y","None","Graduate","STEM","13","10-49","Funded Startup","3",154,"0"
6004,"71",0.884,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","1",10,"1"
9675,"114",0.926,"M","Y","None","Masters","Business",">20","100-500","Pvt Ltd","1",154,"0"
11141,"103",0.92,"M","Y","None","Graduate","STEM","10","50-99","Pvt Ltd","1",49,"0"
12143,"104",0.924,"M","N","Full-Time","Masters","STEM",">20","500-999","NGO","2",24,"0"
33190,"114",0.926,"M","Y","None","Graduate","STEM","9","10-49","Pvt Ltd","3",10,"0"
2129,"28",0.939,"M","Y","Full-Time","Graduate","STEM","4","50-99","Pvt Ltd","1",105,"0"
4673,"10",0.895,"M","Y","None","Masters","STEM","14","50-99","Pvt Ltd","3",18,"0"
2728,"90",0.698,"M","Y","Part-Time","Graduate","STEM","5","100-500","Pvt Ltd","1",29,"0"
18736,"90",0.698,"M","Y","Part-Time","Masters","STEM","10","50-99","Funded Startup","1",37,"0"
19772,"21",0.624,"M","Y","None","Graduate","STEM","1","50-99","Pvt Ltd","1",21,"1"
29911,"114",0.926,"M","N","None","High School","None","7","50-99","Pvt Ltd","never",106,"0"
18353,"162",0.767,"M","Y","None","Graduate","STEM","1","100-500","Pvt Ltd","1",37,"0"
26857,"97",0.925,"M","Y","None","Graduate","STEM","4","50-99","Pvt Ltd","1",46,"0"
11590,"136",0.897,"M","N","Part-Time","Graduate","Arts","2","1000-4999","Pvt Ltd","2",40,"0"
8262,"114",0.926,"F","N","Full-Time","Graduate","STEM","8","100-500","Public Sector","1",146,"1"
14668,"134",0.698,"M","N","Full-Time","Graduate","STEM","2","50-99","Pvt Ltd","never",48,"0"
17104,"103",0.92,"M","Y","None","Phd","STEM",">20","1000-4999","Pvt Ltd","3",84,"0"
764,"16",0.91,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd",">4",56,"0"
32234,"103",0.92,"M","N","None","Primary School","None","2","100-500","Pvt Ltd","2",36,"1"
7149,"136",0.897,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd",">4",61,"0"
6119,"103",0.92,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd",">4",35,"0"
17974,"24",0.698,"M","Y","None","Masters","STEM","11","50-99","Pvt Ltd","1",15,"0"
29411,"103",0.92,"M","Y","None","Masters","STEM",">20","1000-4999","Pvt Ltd","1",36,"0"
17089,"136",0.897,"M","N","Full-Time","Graduate","STEM","6","100-500","Pvt Ltd","never",320,"0"
4096,"73",0.754,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd","3",124,"0"
29066,"158",0.766,"M","N","None","Graduate","STEM","1","50-99","Pvt Ltd","never",19,"1"
15456,"136",0.897,"M","Y","None","Graduate","Humanities","2","<10","Early Stage Startup","1",75,"0"
16139,"114",0.926,"M","Y","None","Graduate","Arts","5","10-49","Pvt Ltd","4",11,"0"
18243,"67",0.855,"M","Y","Full-Time","Graduate","STEM","15","100-500","Pvt Ltd","1",78,"0"
3935,"162",0.767,"M","N","None","High School","None","8","50-99","Pvt Ltd","never",65,"0"
18954,"150",0.698,"M","N","None","Graduate","STEM","1","500-999","Public Sector","1",165,"0"
20256,"65",0.802,"M","N","None","Masters","Business","3","1000-4999","Pvt Ltd","1",34,"0"
30850,"16",0.91,"M","Y","Part-Time","Graduate","STEM","6","500-999","Pvt Ltd","1",65,"0"
19893,"106",0.698,"M","Y","None","Masters","STEM","6","50-99","Pvt Ltd","1",98,"1"
27518,"103",0.92,"M","Y","None","Graduate","STEM","18","100-500","Pvt Ltd","1",6,"0"
26297,"21",0.624,"M","Y","None","Graduate","STEM","9","<10","Early Stage Startup","2",54,"1"
1160,"103",0.92,"M","Y","None","Graduate","None","18","10000+","Pvt Ltd",">4",45,"0"
27014,"16",0.91,"M","N","None","High School","None","4","50-99","Pvt Ltd","never",57,"0"
8824,"103",0.92,"M","Y","None","Graduate","STEM","18","100-500","Funded Startup","1",13,"1"
29439,"103",0.92,"M","Y","None","Graduate","Other","12","500-999","Funded Startup","1",121,"0"
5068,"67",0.855,"M","Y","None","Masters","STEM","15","100-500","Funded Startup","1",55,"0"
30554,"103",0.92,"M","Y","None","Graduate","STEM","4","10000+","Pvt Ltd","1",118,"0"
12255,"75",0.939,"M","Y","None","Graduate","STEM","20","1000-4999","Pvt Ltd",">4",40,"0"
14554,"21",0.624,"M","Y","Full-Time","Masters","STEM","3","50-99","Pvt Ltd","1",100,"1"
24931,"10",0.895,"M","Y","None","Masters","STEM","14","100-500","Pvt Ltd","1",83,"0"
23149,"114",0.926,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd",">4",19,"0"
23158,"103",0.92,"M","Y","None","Graduate","Arts","14","10000+","Pvt Ltd","2",94,"0"
8156,"21",0.624,"M","N","Full-Time","Graduate","STEM","3","100-500","Pvt Ltd","never",8,"0"
22015,"160",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd",">4",36,"0"
16237,"103",0.92,"M","N","Full-Time","Masters","STEM","10","100-500","Public Sector","1",138,"1"
23067,"103",0.92,"M","Y","None","Graduate","STEM","11","1000-4999","Pvt Ltd","2",41,"0"
16502,"21",0.624,"M","N","None","Graduate","STEM","6","100-500","Pvt Ltd","never",36,"0"
31714,"21",0.624,"M","Y","None","Graduate","STEM","3","50-99","Pvt Ltd","1",51,"0"
7260,"37",0.794,"M","N","None","Graduate","STEM","5","100-500","Pvt Ltd","1",113,"0"
15333,"115",0.789,"M","Y","None","Graduate","STEM","8","50-99","Pvt Ltd","1",10,"0"
2289,"102",0.804,"M","Y","None","Masters","STEM","14","50-99","Pvt Ltd","1",28,"0"
19025,"103",0.92,"M","N","None","Phd","STEM","7","10000+","Public Sector",">4",6,"1"
22223,"103",0.92,"M","Y","None","Graduate","STEM","10","1000-4999","NGO",">4",12,"0"
4860,"57",0.866,"M","Y","None","Phd","STEM","20","10000+","Pvt Ltd",">4",61,"0"
7556,"40",0.776,"M","N","Full-Time","Graduate","STEM","5","100-500","Pvt Ltd","1",330,"0"
11501,"21",0.624,"M","Y","None","Graduate","STEM","4","10000+","Pvt Ltd","2",29,"1"
23920,"103",0.92,"M","N","Full-Time","High School","None","<1","50-99","Pvt Ltd","1",46,"0"
17844,"21",0.624,"M","Y","None","Graduate","STEM","6","1000-4999","Pvt Ltd","3",97,"0"
1448,"175",0.776,"F","Y","None","Graduate","STEM","17","100-500","Pvt Ltd",">4",13,"1"
7302,"114",0.926,"M","Y","None","Graduate","STEM","5","100-500","Pvt Ltd","3",15,"0"
6659,"152",0.698,"M","Y","None","Graduate","Humanities","3","1000-4999","Pvt Ltd","2",24,"0"
33278,"21",0.624,"M","Y","Part-Time","Graduate","STEM","6","<10","Pvt Ltd","never",236,"0"
26167,"21",0.624,"M","Y","None","Masters","STEM","6","10-49","Early Stage Startup","1",83,"0"
17057,"103",0.92,"M","Y","Full-Time","Graduate","STEM","6","500-999","Pvt Ltd","2",4,"0"
12195,"173",0.878,"M","N","Part-Time","Graduate","STEM","5","10000+","Pvt Ltd","1",77,"0"
380,"103",0.92,"M","Y","None","Graduate","STEM","20","5000-9999","Pvt Ltd","1",110,"0"
30615,"14",0.698,"M","N","Full-Time","High School","None","7","100-500","Pvt Ltd","never",6,"0"
10920,"160",0.92,"M","Y","None","Graduate","STEM","6","50-99","Early Stage Startup","1",106,"0"
21542,"136",0.897,"M","Y","None","Masters","STEM","3","100-500","Funded Startup","1",59,"0"
13298,"114",0.926,"M","Y","None","Phd","STEM",">20","100-500","Pvt Ltd","2",140,"0"
22627,"16",0.91,"M","Y","None","High School","None","1","10-49","Pvt Ltd","1",140,"0"
9185,"83",0.923,"M","Y","Full-Time","High School","None","4","50-99","Pvt Ltd","2",42,"0"
1149,"46",0.762,"M","N","None","Graduate","STEM","4","1000-4999","Pvt Ltd","2",83,"0"
9349,"136",0.897,"M","Y","None","Phd","STEM","14","50-99","Pvt Ltd","3",8,"0"
2267,"10",0.895,"M","Y","Part-Time","High School","None","13","50-99","Pvt Ltd","2",172,"0"
10490,"21",0.624,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd",">4",26,"1"
14475,"114",0.926,"M","Y","None","Masters","STEM",">20","1000-4999","Pvt Ltd","never",123,"0"
30465,"21",0.624,"M","N","None","Graduate","STEM","9","100-500","Pvt Ltd","3",174,"0"
29532,"21",0.624,"M","Y","None","Graduate","STEM","7","50-99","Pvt Ltd","4",33,"0"
31327,"65",0.802,"M","Y","None","Graduate","STEM","18","100-500","Pvt Ltd","1",130,"0"
13522,"21",0.624,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd",">4",78,"1"
10531,"71",0.884,"M","Y","Part-Time","Graduate","STEM","17","10000+","Pvt Ltd","1",184,"0"
13013,"16",0.91,"M","Y","None","Graduate","STEM","10","100-500","Pvt Ltd","4",65,"0"
27849,"71",0.884,"M","Y","None","Graduate","STEM","6","500-999","Pvt Ltd","1",134,"1"
21743,"100",0.887,"M","Y","None","High School","None","<1","500-999","Pvt Ltd","4",45,"0"
17530,"114",0.926,"M","Y","None","Masters","STEM","16","500-999","Pvt Ltd","3",72,"0"
5959,"21",0.624,"M","Y","Full-Time","Masters","STEM","6","100-500","Pvt Ltd","1",172,"1"
16402,"100",0.887,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd",">4",112,"0"
31134,"16",0.91,"M","N","None","Graduate","STEM",">20","50-99","Pvt Ltd",">4",278,"0"
27600,"57",0.866,"M","N","Full-Time","High School","None","16","100-500","Pvt Ltd","never",130,"0"
13594,"21",0.624,"M","Y","None","Graduate","STEM","4","50-99","Pvt Ltd","2",112,"1"
10383,"103",0.92,"M","Y","None","Graduate","STEM","14","1000-4999","Pvt Ltd",">4",66,"0"
30363,"160",0.92,"M","Y","None","Graduate","STEM",">20","500-999","Public Sector",">4",94,"0"
12004,"45",0.89,"M","N","Part-Time","Graduate","STEM","8","100-500","Funded Startup","2",108,"0"
8094,"21",0.624,"M","N","Full-Time","High School","None","<1","50-99","Pvt Ltd","never",214,"1"
5215,"115",0.789,"M","Y","Full-Time","Graduate","STEM","14","10000+","Pvt Ltd","1",130,"0"
10405,"103",0.92,"M","Y","None","Masters","STEM",">20","10000+","Pvt Ltd","4",35,"0"
25798,"103",0.92,"M","Y","None","Graduate","STEM","13","10000+","Pvt Ltd","3",12,"0"
19855,"64",0.666,"M","Y","Part-Time","Graduate","STEM","5","50-99","Pvt Ltd","2",116,"0"
20316,"149",0.689,"M","Y","Full-Time","Masters","STEM","10","5000-9999","Pvt Ltd","1",9,"0"
8282,"142",0.727,"M","Y","Part-Time","Masters","STEM","8","100-500","Pvt Ltd",">4",11,"0"
14430,"21",0.624,"M","Y","None","High School","None","3","10-49","Early Stage Startup","1",118,"1"
19993,"73",0.754,"M","N","None","High School","None","6","100-500","Public Sector","never",100,"0"
10236,"114",0.926,"M","N","None","Masters","STEM",">20","10000+","Pvt Ltd",">4",5,"0"
23720,"65",0.802,"M","Y","None","Graduate","STEM","17","1000-4999","Pvt Ltd","2",90,"0"
30818,"114",0.926,"M","N","Full-Time","High School","None","9","50-99","Pvt Ltd","never",122,"0"
30163,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",25,"0"
10094,"103",0.92,"M","Y","None","Graduate","STEM","10","1000-4999","Public Sector",">4",24,"0"
20008,"103",0.92,"M","Y","None","Graduate","STEM","18","100-500","Pvt Ltd",">4",146,"0"
32500,"21",0.624,"M","Y","None","Masters","STEM","18","5000-9999","NGO","4",80,"1"
21879,"28",0.939,"M","N","Part-Time","Graduate","STEM","3","5000-9999","Pvt Ltd","2",72,"0"
5869,"64",0.666,"F","Y","None","Graduate","STEM","10","50-99","Pvt Ltd","4",54,"0"
28110,"103",0.92,"F","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd",">4",57,"0"
25514,"103",0.92,"M","Y","None","Graduate","Humanities","11","10-49","Funded Startup","1",75,"0"
3008,"103",0.92,"M","Y","None","Graduate","STEM","10","100-500","Pvt Ltd","1",16,"1"
21289,"21",0.624,"M","Y","None","Graduate","None","5","10-49","Pvt Ltd","3",6,"1"
8069,"45",0.89,"M","Y","None","High School","None","14","50-99","Pvt Ltd","2",39,"0"
11538,"103",0.92,"M","N","None","Primary School","None","<1","100-500","Pvt Ltd","never",29,"1"
26001,"7",0.647,"M","Y","None","Graduate","STEM","4","500-999","Pvt Ltd","1",18,"0"
1844,"76",0.698,"M","Y","None","Graduate","STEM","6","50-99","Pvt Ltd","1",100,"0"
29775,"103",0.92,"M","Y","None","Masters","STEM","3","500-999","Pvt Ltd","1",50,"0"
9951,"103",0.92,"M","Y","Part-Time","Graduate","STEM","16","1000-4999","NGO","1",152,"0"
5336,"73",0.754,"M","Y","Part-Time","High School","None","5","10-49","Funded Startup","2",57,"0"
14514,"21",0.624,"M","N","Full-Time","High School","None","8","100-500","Pvt Ltd","never",111,"0"
26983,"103",0.92,"M","Y","None","Graduate","STEM","6","10000+","Pvt Ltd","1",78,"1"
4833,"67",0.855,"M","N","Full-Time","High School","None","9","100-500","Pvt Ltd","1",19,"0"
24731,"103",0.92,"M","Y","None","Graduate","Arts","9","100-500","Pvt Ltd","2",75,"0"
21114,"103",0.92,"M","N","Part-Time","Graduate","STEM","1","100-500","Pvt Ltd","never",99,"1"
4406,"103",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","4",51,"1"
19539,"28",0.939,"M","Y","None","Phd","STEM",">20","500-999","Pvt Ltd",">4",9,"0"
6535,"21",0.624,"F","Y","None","Graduate","STEM","5","500-999","Pvt Ltd","1",100,"1"
29993,"75",0.939,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","1",56,"1"
11665,"75",0.939,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd",">4",25,"0"
32410,"21",0.624,"M","Y","Full-Time","Graduate","STEM","3","50-99","Pvt Ltd","1",86,"0"
6634,"21",0.624,"M","Y","None","Graduate","STEM","3","100-500","Pvt Ltd","1",78,"0"
21068,"1",0.847,"M","Y","None","Graduate","STEM","19","10-49","Pvt Ltd",">4",30,"0"
5975,"11",0.55,"M","Y","None","Graduate","STEM","3","50-99","Pvt Ltd","1",7,"1"
18211,"73",0.754,"M","N","None","Graduate","STEM","8","100-500","Pvt Ltd","3",69,"1"
9336,"165",0.903,"M","N","Full-Time","High School","None","2","50-99","NGO","1",18,"0"
989,"103",0.92,"M","Y","None","Graduate","STEM","14","100-500","Pvt Ltd",">4",25,"1"
30931,"21",0.624,"M","N","Full-Time","Graduate","STEM","8","100-500","Pvt Ltd","2",192,"1"
21561,"21",0.624,"M","Y","Full-Time","Masters","STEM","13","50-99","Pvt Ltd","1",24,"1"
23580,"103",0.92,"M","N","None","Graduate","STEM","4","100-500","Pvt Ltd","2",92,"1"
31411,"23",0.899,"Other","Y","None","Graduate","STEM","9","100-500","Pvt Ltd","1",42,"0"
18783,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",102,"1"
8984,"103",0.92,"F","Y","None","Graduate","STEM","3","10000+","Pvt Ltd","1",25,"0"
169,"98",0.949,"M","Y","None","Masters","STEM",">20","1000-4999","Pvt Ltd","4",62,"0"
17768,"144",0.84,"M","Y","None","Graduate","STEM","3","50-99","Pvt Ltd","1",41,"1"
29839,"103",0.92,"F","Y","None","Graduate","Humanities","<1","100-500","Pvt Ltd","1",42,"1"
29020,"21",0.624,"M","Y","None","Graduate","STEM","7","100-500","Pvt Ltd","1",72,"1"
26326,"103",0.92,"F","Y","Part-Time","Graduate","STEM","15","10000+","Other",">4",65,"1"
25080,"16",0.91,"M","Y","None","Graduate","STEM",">20","500-999","Pvt Ltd","4",320,"0"
12125,"10",0.895,"M","Y","None","Graduate","STEM","12","50-99","Pvt Ltd","3",22,"0"
16446,"64",0.666,"M","Y","None","Graduate","STEM","10","50-99","Pvt Ltd","1",38,"0"
21906,"160",0.92,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd","3",7,"1"
14423,"103",0.92,"M","N","Full-Time","Graduate","STEM","3","50-99","Pvt Ltd","1",70,"1"
25667,"16",0.91,"M","Y","None","Graduate","STEM",">20","1000-4999","Other",">4",28,"0"
27510,"103",0.92,"M","Y","Full-Time","Graduate","STEM","5","100-500","Pvt Ltd","1",25,"0"
596,"103",0.92,"M","Y","None","Graduate","STEM","4","100-500","Pvt Ltd","1",60,"0"
31194,"33",0.448,"M","N","Full-Time","High School","None","5","100-500","Pvt Ltd","never",86,"1"
8847,"103",0.92,"M","Y","None","Graduate","STEM","13","50-99","Public Sector","3",66,"0"
7660,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd","2",27,"0"
23048,"70",0.698,"M","N","Full-Time","Graduate","STEM","2","50-99","Pvt Ltd","1",22,"1"
10983,"16",0.91,"M","Y","None","Graduate","STEM","5","5000-9999","Public Sector","4",214,"0"
5690,"67",0.855,"M","Y","None","Graduate","STEM","11","50-99","Pvt Ltd","4",109,"1"
9192,"21",0.624,"M","Y","None","Masters","STEM","3","10000+","Pvt Ltd","1",94,"1"
7690,"21",0.624,"F","Y","None","Masters","STEM","8","5000-9999","Pvt Ltd",">4",36,"1"
3992,"160",0.92,"M","Y","None","Graduate","STEM","4","50-99","Pvt Ltd","1",204,"0"
6391,"160",0.92,"M","Y","None","Graduate","STEM",">20","<10","Pvt Ltd","2",15,"0"
4442,"103",0.92,"M","N","None","Phd","STEM",">20","500-999","Pvt Ltd",">4",210,"0"
17095,"21",0.624,"M","Y","None","Graduate","STEM","10","50-99","Pvt Ltd","3",21,"0"
19589,"73",0.754,"F","Y","None","Graduate","STEM","12","100-500","Pvt Ltd","1",222,"0"
6190,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",16,"0"
7868,"90",0.698,"F","N","None","Graduate","STEM","2","50-99","Pvt Ltd","1",48,"0"
436,"11",0.55,"M","N","Part-Time","Graduate","STEM","4","50-99","Pvt Ltd","1",4,"0"
2982,"114",0.926,"M","Y","None","Masters","STEM","18","100-500","Pvt Ltd","1",61,"0"
4378,"103",0.92,"M","Y","None","Graduate","STEM",">20","500-999","Pvt Ltd","3",113,"0"
7403,"75",0.939,"M","Y","None","Graduate","STEM","19","100-500","Pvt Ltd","1",31,"0"
27940,"75",0.939,"M","Y","None","Graduate","STEM",">20","50-99","Early Stage Startup","2",148,"0"
118,"10",0.895,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd","1",111,"0"
