"","enrollee_id","city","city_development_index","gender_M","gender_F","relevent_experience_Y","enrolled_university_None","enrolled_university_FullTime","education_level","major_discipline_Arts","major_discipline_Humanities","major_discipline_Business","major_discipline_STEM","major_discipline_Other","experience","company_size","company_type_FundedStartup","company_type_EarlyStageStartup","company_type_PvtLtd","company_type_PublicSector","company_type_NGO","last_new_job","training_hours","target"
"4299",30477,0.586776859504132,0.55,1,0,1,1,0,2,0,0,0,1,0,4,3,0,0,1,0,0,0,25,0
"4300",2707,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,21,1,0,0,1,0,0,2,50,0
"4301",9167,0.59053343350864,0.624,1,0,1,1,0,3,0,0,0,1,0,4,2,0,0,1,0,0,4,68,1
"4302",25083,0.105902777777778,0.897,0,1,1,1,0,3,0,0,0,1,0,15,7,0,0,1,0,0,4,96,0
"4303",503,0.132558139534884,0.855,1,0,1,0,0,1,0,0,0,0,0,14,7,0,0,1,0,0,4,53,0
"4304",27607,0.111111111111111,0.796,1,0,1,1,0,2,0,0,0,1,0,8,2,0,0,1,0,0,1,25,0
"4305",25915,0.160839160839161,0.923,1,0,1,1,0,2,0,0,0,1,0,14,3,0,0,0,0,0,1,40,0
"4306",30308,0.173228346456693,0.743,1,0,1,1,0,3,0,0,0,1,0,6,2,0,0,0,0,0,1,28,0
"4307",29607,0.0945945945945946,0.924,0,1,1,1,0,2,1,0,0,0,0,10,1,0,0,1,0,0,1,43,0
"4308",21938,0.117259552042161,0.91,1,0,0,1,0,1,0,0,0,0,0,5,3,0,0,1,0,0,0,57,0
"4309",15076,0.234803337306317,0.92,0,1,1,1,0,2,0,0,0,1,0,9,7,0,0,1,0,0,1,88,0
"4310",25278,0.363636363636364,0.698,1,0,1,1,0,3,0,0,0,1,0,6,2,0,0,1,0,0,1,35,1
"4311",3531,0.235294117647059,0.887,1,0,1,0,1,1,0,0,0,0,0,21,2,0,0,1,0,0,5,161,0
"4312",13796,0.140350877192982,0.666,1,0,1,1,0,2,0,0,0,1,0,21,2,0,0,1,0,0,5,86,0
"4313",28272,0.222222222222222,0.698,0,1,1,0,1,2,0,0,0,1,0,21,0,0,1,0,0,0,0,77,0
"4314",26345,0.214401481824496,0.92,0,1,1,1,0,2,0,0,0,1,0,9,6,0,0,1,0,0,5,163,0
"4315",5679,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,11,3,0,0,1,0,0,3,248,1
"4316",4435,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,9,2,0,0,0,0,0,1,31,0
"4317",19920,0.100226073850791,0.926,1,0,1,1,0,3,0,0,0,1,0,14,5,0,0,1,0,0,1,38,0
"4318",28644,0.100226073850791,0.926,1,0,0,0,1,3,0,0,1,0,0,18,3,0,0,0,0,0,2,83,0
"4319",8481,0.214401481824496,0.92,0,1,1,1,0,3,0,0,0,1,0,6,4,0,0,1,0,0,2,28,0
"4320",29166,0.160839160839161,0.923,1,0,1,1,0,2,0,0,0,1,0,14,0,1,0,0,0,0,1,69,0
"4321",8040,0.0792079207920792,0.925,1,0,1,1,0,2,0,0,0,1,0,15,3,0,0,1,0,0,5,57,0
"4322",19085,0.100226073850791,0.926,1,0,1,1,0,2,0,0,0,1,0,10,5,0,0,1,0,0,1,9,0
"4323",14948,0.14828897338403,0.884,1,0,1,1,0,2,0,0,0,1,0,21,3,0,0,1,0,0,5,19,0
"4324",20158,0.22680412371134,0.689,1,0,1,0,1,2,0,0,0,1,0,7,2,0,0,1,0,0,1,63,0
"4325",10068,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,8,3,1,0,0,0,0,1,77,0
"4326",15093,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,9,2,0,0,1,0,0,1,18,0
"4327",16381,0.105902777777778,0.897,1,0,1,0,0,2,0,0,0,1,0,3,1,0,0,1,0,0,1,46,0
"4328",24435,0.100226073850791,0.926,1,0,1,0,0,2,0,0,0,1,0,10,3,0,0,0,1,0,1,39,0
"4329",3824,0.214401481824496,0.92,1,0,1,1,0,3,0,0,0,1,0,21,5,0,0,0,1,0,5,26,0
"4330",15858,0.100226073850791,0.926,0,1,1,1,0,2,0,0,0,1,0,12,3,0,0,1,0,0,4,82,0
"4331",7249,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,1,1,0,0,0,0,3,29,0
"4332",6596,0.173333333333333,0.804,1,0,0,1,0,2,0,0,0,1,0,15,3,0,0,0,0,0,5,43,1
"4333",27630,0.204545454545455,0.827,1,0,0,0,0,2,0,0,0,1,0,9,2,0,0,0,0,0,3,8,1
"4334",31058,0.214401481824496,0.92,1,0,1,0,1,3,0,0,0,1,0,15,5,0,0,1,0,0,2,34,0
"4335",12408,0.59053343350864,0.624,1,0,0,0,1,2,0,0,0,1,0,0,2,0,0,1,0,0,0,81,1
"4336",32560,0.105902777777778,0.897,1,0,1,1,0,2,0,0,0,1,0,7,2,1,0,0,0,0,3,180,0
"4337",12987,0.234803337306317,0.92,1,0,0,1,0,2,0,0,0,1,0,21,3,0,0,0,0,0,1,8,1
"4338",25022,0.59053343350864,0.624,1,0,1,1,0,3,0,0,0,1,0,17,0,0,0,1,0,0,1,50,0
"4339",20547,0.363636363636364,0.698,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,2,47,1
"4340",27795,0.214401481824496,0.92,1,0,0,1,0,0,0,0,0,0,0,6,3,0,0,1,0,0,0,336,0
"4341",29088,0.214401481824496,0.92,1,0,1,1,0,3,0,0,0,1,0,21,2,0,0,1,0,0,5,51,0
"4342",14212,0.117259552042161,0.91,1,0,0,1,0,3,0,0,1,0,0,2,3,0,0,0,0,0,2,312,0
"4343",5538,0.214401481824496,0.92,1,0,0,1,0,2,0,1,0,0,0,10,3,0,0,0,0,0,2,67,1
"4344",20713,0.59053343350864,0.624,1,0,0,1,0,2,0,0,0,1,0,0,7,0,0,1,0,0,1,88,1
"4345",23877,0.111111111111111,0.796,1,0,0,0,1,1,0,0,0,0,0,6,2,0,0,1,0,0,0,41,0
"4346",9693,0.0945945945945946,0.924,1,0,1,1,0,2,0,0,0,1,0,21,2,0,0,1,0,0,1,17,0
"4347",18146,0.235294117647059,0.887,1,0,1,0,0,2,0,0,0,1,0,6,3,0,0,1,0,0,3,79,0
"4348",22883,0.264285714285714,0.754,1,0,1,1,0,2,0,0,0,1,0,21,3,0,0,0,0,0,0,89,0
"4349",1461,0.100226073850791,0.926,1,0,1,0,1,1,0,0,0,0,0,18,2,0,0,1,0,0,1,43,0
"4350",24448,0.12751677852349,0.878,1,0,1,1,0,3,0,0,0,1,0,19,5,0,0,1,0,0,5,56,0
"4351",31735,0.234803337306317,0.92,1,0,1,1,0,2,0,0,0,1,0,6,2,0,1,0,0,0,1,222,0
"4352",8080,0.59053343350864,0.624,1,0,0,1,0,3,0,0,0,1,0,3,7,0,0,1,0,0,3,28,1
"4353",26930,0.127659574468085,0.827,1,0,1,1,0,2,0,0,0,1,0,10,2,0,0,1,0,0,1,55,0
"4354",11372,0.214401481824496,0.92,1,0,1,1,0,2,0,0,1,0,0,9,3,0,0,1,0,0,1,17,0
"4355",13937,0.235294117647059,0.887,0,1,1,1,0,2,0,0,0,1,0,10,2,0,0,1,0,0,2,69,0
"4356",24522,0.128712871287129,0.866,1,0,1,1,0,2,0,0,0,1,0,14,3,1,0,0,0,0,1,10,0
"4357",6670,0.173228346456693,0.743,1,0,1,0,1,3,0,0,0,1,0,21,5,0,0,1,0,0,1,70,0
"4358",25159,0.115384615384615,0.794,1,0,1,1,0,3,0,0,0,1,0,21,3,0,0,0,0,0,3,4,0
"4359",3263,0.214401481824496,0.92,1,0,1,1,0,3,0,0,0,1,0,21,2,0,0,0,0,0,1,22,1
"4360",10035,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,2,7,0,0,1,0,0,2,155,0
"4361",7390,0.102310231023102,0.939,1,0,1,1,0,2,0,0,0,1,0,5,5,0,0,1,0,0,1,18,0
"4362",26544,0.100226073850791,0.926,1,0,0,0,1,2,0,0,0,1,0,14,0,0,1,0,0,0,1,28,1
"4363",32322,0.173333333333333,0.804,1,0,0,0,1,2,0,0,0,1,0,7,3,0,0,0,0,0,0,5,1
"4364",21083,0.307291666666667,0.698,1,0,1,1,0,2,0,0,0,1,0,21,5,0,0,1,0,0,2,42,0
"4365",13254,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,15,2,0,0,1,0,0,1,4,0
"4366",29267,0.235294117647059,0.887,1,0,1,1,0,2,0,0,0,1,0,21,3,0,0,0,0,0,1,90,0
"4367",8129,0.127659574468085,0.827,1,0,1,1,0,4,0,0,0,1,0,18,2,0,0,1,0,0,2,18,0
"4368",18631,0.59053343350864,0.624,1,0,1,0,1,3,0,0,0,1,0,11,3,0,0,1,0,0,4,7,1
"4369",23833,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,3,7,0,0,1,0,0,2,45,1
"4370",30841,0.38135593220339,0.682,1,0,1,1,0,2,0,0,0,1,0,5,3,0,0,1,0,0,1,63,0
"4371",6656,0.59053343350864,0.624,1,0,1,1,0,3,1,0,0,0,0,6,1,0,0,1,0,0,1,21,1
"4372",14602,0.59053343350864,0.624,1,0,0,1,0,3,0,0,0,1,0,0,3,0,0,0,0,1,1,156,1
"4373",11891,0.117259552042161,0.91,1,0,1,1,0,3,0,0,0,1,0,12,1,0,0,1,0,0,2,77,0
"4374",30379,0.22680412371134,0.689,1,0,1,1,0,2,0,0,0,1,0,5,4,1,0,0,0,0,2,122,0
"4375",3136,0.160839160839161,0.923,1,0,0,1,0,2,0,0,0,1,0,14,5,0,0,1,0,0,5,84,0
"4376",13747,0.100226073850791,0.926,1,0,0,1,0,3,0,0,0,1,0,21,2,0,0,1,0,0,5,40,0
"4377",29271,0.160839160839161,0.923,1,0,1,0,0,2,0,0,0,1,0,5,5,0,0,1,0,0,5,70,1
"4378",21325,0.105902777777778,0.897,1,0,1,1,0,3,0,0,0,1,0,19,4,0,0,1,0,0,4,88,1
"4379",8357,0.14828897338403,0.884,1,0,1,1,0,3,0,0,0,1,0,8,4,0,0,1,0,0,2,153,0
"4380",30948,0.100226073850791,0.926,1,0,0,0,1,1,0,0,0,0,0,5,2,0,0,1,0,0,5,160,0
"4381",22531,0.105902777777778,0.897,1,0,1,1,0,3,0,0,0,1,0,11,2,0,0,0,0,0,2,16,0
"4382",5656,0.107913669064748,0.896,1,0,1,1,0,3,0,0,0,1,0,13,5,0,0,0,1,0,5,224,0
"4383",21085,0.56043956043956,0.527,1,0,1,1,0,2,0,0,0,1,0,11,0,0,0,1,0,0,5,45,0
"4384",20649,0.117259552042161,0.91,1,0,1,1,0,3,0,0,0,1,0,3,2,0,0,1,0,0,1,69,0
"4385",19534,0.14828897338403,0.884,1,0,0,1,0,3,0,0,0,1,0,6,1,0,0,1,0,0,3,6,0
"4386",25393,0.214401481824496,0.92,1,0,1,1,0,1,0,0,0,0,0,11,3,0,0,1,0,0,5,119,0
"4387",2878,0.235294117647059,0.887,1,0,1,1,0,3,0,0,0,1,0,10,5,0,0,1,0,0,0,53,1
"4388",24347,0.59053343350864,0.624,0,1,1,1,0,2,0,0,0,1,0,6,3,0,0,1,0,0,1,9,1
"4389",32192,0.12751677852349,0.878,1,0,1,1,0,2,0,0,0,1,0,16,1,0,0,1,0,0,5,54,0
"4390",13058,0.214401481824496,0.92,1,0,0,0,1,2,0,0,0,1,0,6,3,0,0,0,1,0,1,116,1
"4391",10613,0.127659574468085,0.827,1,0,1,1,0,3,0,0,0,1,0,4,0,1,0,0,0,0,2,26,0
"4392",20265,0.107913669064748,0.896,1,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,1,1,9,1
"4393",24897,0.238805970149254,0.925,1,0,1,1,0,2,0,0,0,1,0,12,2,0,0,0,0,0,1,78,0
"4394",29152,0.214401481824496,0.92,1,0,1,1,0,2,1,0,0,0,0,4,3,0,0,1,0,0,3,50,0
"4395",21321,0.307291666666667,0.698,1,0,0,0,1,3,0,0,0,1,0,5,2,0,0,0,0,0,2,20,0
"4396",21411,0.100226073850791,0.926,0,1,1,1,0,2,0,0,0,1,0,8,7,0,0,1,0,0,1,47,0
"4397",32170,0.214401481824496,0.92,0,1,1,0,1,2,0,0,0,1,0,7,2,0,0,1,0,0,1,56,0
"4398",24678,0.117259552042161,0.91,1,0,0,1,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,125,0
"4399",29895,0.214401481824496,0.92,0,1,1,1,0,2,1,0,0,0,0,15,4,0,0,1,0,0,2,50,0
"4400",5827,0.0945945945945946,0.924,0,1,1,1,0,3,0,1,0,0,0,2,2,1,0,0,0,0,1,28,0
"4401",18608,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,5,3,0,0,1,0,0,1,130,1
"4402",9048,0.59053343350864,0.624,1,0,0,0,1,2,0,0,0,1,0,2,2,0,0,0,0,0,0,58,1
"4403",2083,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,8,2,0,0,1,0,0,2,19,0
"4404",3002,0.173333333333333,0.804,1,0,0,0,1,2,0,0,0,1,0,3,2,0,0,1,0,0,1,47,0
"4405",29856,0.160839160839161,0.923,1,0,1,1,0,3,0,1,0,0,0,13,5,0,0,1,0,0,1,46,0
"4406",22061,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,4,3,0,0,1,0,0,2,78,0
"4407",2916,0.0945945945945946,0.924,1,0,1,1,0,2,0,0,0,1,0,16,5,0,0,1,0,0,2,32,0
"4408",23069,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,1,3,0,0,1,0,0,1,62,1
"4409",19057,0.078125,0.939,1,0,1,1,0,2,0,0,0,1,0,11,2,0,0,1,0,0,1,96,0
"4410",12885,0.482758620689655,0.579,1,0,1,1,0,2,0,0,0,1,0,5,1,1,0,0,0,0,2,20,1
"4411",20052,0.100226073850791,0.926,1,0,0,0,1,2,0,0,0,1,0,13,3,0,0,1,0,0,0,34,0
"4412",10264,0.214401481824496,0.92,0,1,1,1,0,2,0,0,0,1,0,1,7,0,0,1,0,0,1,30,0
"4413",32430,0.100226073850791,0.926,1,0,1,0,0,2,0,0,0,1,0,13,2,0,0,1,0,0,1,38,0
"4414",348,0.127659574468085,0.827,0,1,1,1,0,3,0,0,0,1,0,10,2,0,0,1,0,0,4,26,0
"4415",6130,0.0840336134453782,0.836,1,0,0,1,0,1,0,0,0,1,0,16,2,0,0,1,0,0,0,156,0
"4416",8636,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,15,3,0,0,1,0,0,3,162,0
"4417",3045,0.0945945945945946,0.924,1,0,1,1,0,2,0,1,0,0,0,14,2,0,0,1,0,0,1,29,0
"4418",32763,0.117259552042161,0.91,0,1,0,0,1,1,0,0,0,0,0,2,2,0,0,1,0,0,1,32,0
"4419",27509,0.105902777777778,0.897,1,0,1,1,0,4,0,0,0,1,0,21,3,0,0,0,0,0,5,52,0
"4420",20330,0.234803337306317,0.92,1,0,0,0,1,1,0,0,0,0,0,6,2,0,0,0,0,0,0,21,0
"4421",15077,0.160839160839161,0.923,0,1,1,1,0,2,0,0,0,0,1,10,3,0,0,1,0,0,5,160,1
"4422",25511,0.159574468085106,0.915,1,0,1,1,0,2,0,1,0,0,0,3,2,0,0,1,0,0,2,68,0
"4423",6170,0.14828897338403,0.884,1,0,1,1,0,3,0,0,0,1,0,16,2,0,0,0,0,0,2,31,0
"4424",18044,0.100226073850791,0.926,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,50,0
"4425",5733,0.59053343350864,0.624,1,0,1,0,1,2,0,0,0,1,0,6,3,0,0,1,0,0,2,13,1
"4426",20129,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,3,3,1,0,0,0,0,1,109,1
"4427",22416,0.59053343350864,0.624,1,0,1,0,1,3,0,0,0,1,0,21,3,0,0,1,0,0,5,6,1
"4428",9724,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,5,0,0,1,0,0,1,54,0
"4429",12813,0.105902777777778,0.897,1,0,1,1,0,2,0,0,0,1,0,16,3,0,0,0,0,0,2,152,0
"4430",15764,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,14,6,0,0,1,0,0,5,182,0
"4431",6003,0.214401481824496,0.92,1,0,1,1,0,2,0,1,0,0,0,11,3,1,0,0,0,0,2,45,0
"4432",11934,0.234803337306317,0.92,0,1,1,1,0,2,0,0,0,1,0,10,1,0,0,1,0,0,4,101,1
"4433",12658,0.425,0.698,1,0,1,1,0,2,0,0,0,1,0,6,2,0,0,0,0,0,5,52,0
"4434",4181,0.117259552042161,0.91,1,0,0,1,0,2,0,0,0,0,1,0,4,0,0,1,0,0,1,16,0
"4435",30192,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,14,4,0,0,1,0,0,1,4,0
"4436",25068,0.59053343350864,0.624,1,0,1,0,1,3,0,0,0,1,0,3,2,0,0,1,0,0,1,45,0
"4437",22356,0.102310231023102,0.939,1,0,1,1,0,3,0,0,0,1,0,1,0,1,0,0,0,0,1,53,1
"4438",19170,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,5,6,0,0,1,0,0,1,45,0
"4439",18778,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,5,4,0,0,1,0,0,0,66,0
"4440",14242,0.234803337306317,0.92,1,0,1,1,0,2,0,0,0,1,0,5,4,0,0,1,0,0,0,160,0
"4441",21856,0.100226073850791,0.926,0,1,1,1,0,3,0,0,0,1,0,21,6,0,0,1,0,0,1,138,0
"4442",8222,0.141592920353982,0.89,1,0,1,0,1,2,0,0,0,1,0,5,2,0,0,1,0,0,1,31,0
"4443",17517,0.14828897338403,0.884,1,0,1,1,0,2,0,0,0,1,0,5,7,0,0,0,0,0,1,149,0
"4444",6934,0.59053343350864,0.624,1,0,1,1,0,3,0,0,0,1,0,6,3,1,0,0,0,0,1,15,1
"4445",24762,0.214401481824496,0.92,1,0,1,1,0,0,0,0,0,0,0,5,5,0,0,1,0,0,0,31,0
"4446",20934,0.214401481824496,0.92,1,0,0,0,1,2,0,0,0,1,0,6,3,0,0,0,0,0,0,2,1
"4447",25066,0.25,0.698,0,1,1,1,0,2,0,0,0,1,0,16,6,0,0,1,0,0,2,72,0
"4448",15567,0.100226073850791,0.926,1,0,0,0,0,2,0,0,1,0,0,0,7,0,0,1,0,0,2,14,0
"4449",9784,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,5,0,0,1,0,0,5,9,0
"4450",26517,0.214401481824496,0.92,1,0,1,1,0,2,0,1,0,0,0,3,2,0,0,1,0,0,1,58,1
"4451",21598,0.100226073850791,0.926,1,0,1,1,0,2,0,0,0,1,0,21,0,0,0,1,0,0,0,97,0
"4452",4489,0.22680412371134,0.689,1,0,1,1,0,2,0,0,0,1,0,8,2,0,0,0,0,0,2,135,0
"4453",2788,0.264285714285714,0.754,1,0,1,1,0,2,0,0,0,1,0,5,2,0,0,0,0,0,1,24,1
"4454",18069,0.38135593220339,0.682,1,0,1,1,0,2,0,0,0,1,0,21,3,0,0,0,0,0,1,31,0
"4455",17531,0.307291666666667,0.698,1,0,1,0,0,3,0,0,0,1,0,6,2,0,0,1,0,0,1,116,1
"4456",22385,0.22,0.698,1,0,1,0,1,3,0,0,0,1,0,12,3,0,0,1,0,0,1,44,0
"4457",13705,0.105902777777778,0.897,0,1,1,1,0,3,0,0,0,1,0,5,7,0,0,1,0,0,4,102,0
"4458",32064,0.3,0.921,1,0,0,0,1,2,0,0,0,1,0,10,5,0,0,0,1,0,1,48,0
"4459",29865,0.105902777777778,0.897,1,0,1,1,0,2,0,0,0,1,0,15,5,0,0,1,0,0,5,36,0
"4460",28622,0.140350877192982,0.666,1,0,1,1,0,2,0,0,0,1,0,7,1,0,0,1,0,0,1,122,0
"4461",99,0.214401481824496,0.92,1,0,0,1,0,3,0,0,0,1,0,21,3,0,0,0,0,0,5,56,1
"4462",27549,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,15,6,0,0,1,0,0,3,62,0
"4463",31170,0.128712871287129,0.866,1,0,1,1,0,2,0,0,0,1,0,11,0,0,0,1,0,0,1,143,0
"4464",21626,0.586776859504132,0.55,1,0,1,1,0,2,0,0,0,1,0,5,2,0,0,1,0,0,1,30,1
"4465",30861,0.132558139534884,0.855,1,0,1,0,1,2,0,0,0,1,0,4,2,0,0,1,0,0,1,25,0
"4466",16019,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,13,7,0,0,1,0,0,4,10,1
"4467",11840,0.149253731343284,0.776,1,0,1,0,1,2,0,0,0,1,0,3,2,0,0,1,0,0,1,9,0
"4468",8902,0.214401481824496,0.92,1,0,0,1,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,25,0
"4469",5747,0.52,0.579,1,0,1,1,0,2,0,0,0,1,0,10,3,0,0,1,0,0,2,79,0
"4470",16204,0.214401481824496,0.92,1,0,1,1,0,3,0,0,1,0,0,4,2,0,0,0,0,0,1,73,1
"4471",5602,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,4,3,0,0,0,0,1,1,258,0
"4472",18970,0.59053343350864,0.624,1,0,0,1,0,3,0,0,0,1,0,7,7,0,0,1,0,0,1,28,0
"4473",7938,0.59053343350864,0.624,1,0,0,0,1,2,0,0,0,1,0,3,3,0,0,1,0,0,3,19,1
"4474",24019,0.234803337306317,0.92,1,0,0,1,0,2,0,0,0,1,0,21,2,0,0,1,0,0,5,216,1
"4475",10001,0.214401481824496,0.92,1,0,0,1,0,2,0,0,0,1,0,5,3,0,0,0,0,0,0,6,1
"4476",1979,0.59053343350864,0.624,1,0,0,0,1,3,0,0,0,1,0,9,3,0,0,1,0,0,0,5,1
"4477",25994,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,18,3,0,0,0,0,0,5,24,0
"4478",11017,0.586776859504132,0.55,1,0,1,0,1,2,0,0,0,1,0,4,3,0,0,1,0,0,1,106,0
"4479",9284,0.132558139534884,0.855,1,0,0,0,1,2,0,0,0,1,0,5,3,0,0,0,0,0,3,54,1
"4480",1060,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,3,0,0,1,0,0,5,24,0
"4481",6763,0.235294117647059,0.887,1,0,1,0,1,2,0,0,0,1,0,10,3,0,0,1,0,0,5,116,0
"4482",1964,0.363636363636364,0.698,1,0,0,0,1,1,0,0,0,0,0,3,3,0,0,1,0,0,0,64,0
"4483",6293,0.234803337306317,0.92,1,0,1,1,0,2,0,0,0,1,0,4,1,0,0,0,0,0,1,106,0
"4484",4710,0.59053343350864,0.624,1,0,0,0,1,2,0,0,0,1,0,2,2,0,0,1,0,0,0,51,0
"4485",31323,0.214401481824496,0.92,1,0,1,1,0,3,0,0,0,1,0,21,5,0,0,1,0,0,1,40,0
"4486",2807,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,10,2,0,0,1,0,0,1,26,0
"4487",32255,0.0893854748603352,0.899,1,0,1,0,1,2,0,0,1,0,0,2,2,0,0,1,0,0,1,28,0
"4488",19092,0.307291666666667,0.698,0,1,1,1,0,3,0,0,0,1,0,6,1,0,0,1,0,0,1,178,0
"4489",26193,0.587301587301587,0.555,1,0,0,0,1,2,0,0,0,1,0,7,1,0,0,1,0,0,1,102,1
"4490",4639,0.0840336134453782,0.836,1,0,1,1,0,3,0,0,0,1,0,15,2,0,0,1,0,0,2,124,0
"4491",12853,0.105902777777778,0.897,1,0,1,1,0,3,0,0,0,1,0,15,3,0,0,1,0,0,5,34,0
"4492",7247,0.0792079207920792,0.925,1,0,1,1,0,2,0,0,0,1,0,11,1,0,1,0,0,0,1,46,0
"4493",7,0.105902777777778,0.897,1,0,1,0,1,3,0,0,0,1,0,13,2,0,0,1,0,0,1,18,0
"4494",15575,0.100226073850791,0.926,1,0,1,1,0,3,0,0,0,1,0,21,2,0,0,1,0,0,1,16,0
"4495",11163,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,4,2,0,0,0,0,1,2,158,0
"4496",2527,0.0945945945945946,0.924,1,0,0,0,1,1,0,0,0,0,0,4,5,0,0,1,0,0,1,102,1
"4497",17797,0.0893854748603352,0.899,1,0,1,1,0,3,0,0,0,1,0,6,7,0,0,1,0,0,1,37,0
"4498",8892,0.185185185185185,0.647,1,0,0,1,0,2,0,0,0,1,0,1,3,0,0,1,0,0,0,33,0
"4499",5163,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,2,0,0,0,0,0,1,3,1
"4500",28889,0.100226073850791,0.926,1,0,1,1,0,2,0,0,0,1,0,7,4,0,0,0,0,0,3,80,1
"4501",1011,0.214401481824496,0.92,1,0,0,0,1,2,0,0,0,1,0,4,3,0,0,0,0,0,0,31,1
"4502",4923,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,10,7,0,0,1,0,0,1,59,1
"4503",21447,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,1,2,0,0,1,0,0,1,4,1
"4504",31357,0.132558139534884,0.855,1,0,1,1,0,3,0,0,0,1,0,12,5,0,0,1,0,0,5,50,0
"4505",12118,0.22,0.698,1,0,0,1,0,2,0,0,0,1,0,21,0,0,0,1,0,0,0,56,0
"4506",33133,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,9,7,0,0,1,0,0,1,82,0
"4507",6306,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,7,0,0,0,1,0,0,5,90,0
"4508",15204,0.214401481824496,0.92,1,0,1,0,0,2,0,1,0,0,0,21,0,0,0,0,0,1,5,88,0
"4509",16300,0.59053343350864,0.624,1,0,1,0,1,3,0,0,0,1,0,4,2,0,0,1,0,0,1,28,1
"4510",15428,0.285714285714286,0.698,1,0,1,0,1,2,0,0,0,1,0,6,5,0,0,1,0,0,2,56,0
"4511",7407,0.285714285714286,0.739,1,0,0,0,1,3,0,0,0,1,0,5,3,0,0,0,0,0,1,50,1
"4512",2204,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,11,3,0,0,1,0,0,1,29,0
"4513",17455,0.0945945945945946,0.924,1,0,1,1,0,2,0,0,0,1,0,10,2,0,0,1,0,0,5,36,0
"4514",26090,0.105902777777778,0.897,1,0,1,0,0,3,0,0,0,1,0,16,5,0,0,1,0,0,1,19,0
"4515",23124,0.214401481824496,0.92,1,0,1,0,1,2,0,0,0,1,0,2,3,0,0,1,0,0,2,54,0
"4516",1413,0.214401481824496,0.92,1,0,0,1,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,35,0
"4517",30757,0.59053343350864,0.624,1,0,1,1,0,3,0,0,0,1,0,14,2,0,0,1,0,0,4,44,1
"4518",4684,0.0893854748603352,0.899,1,0,0,0,1,2,0,0,0,1,0,2,3,0,0,1,0,0,0,28,0
"4519",18772,0.105902777777778,0.897,1,0,1,1,0,3,0,0,0,1,0,21,5,0,0,1,0,0,5,55,0
"4520",19902,0.117259552042161,0.91,1,0,1,1,0,2,0,1,0,0,0,2,2,0,0,1,0,0,1,148,1
"4521",16301,0.137931034482759,0.802,1,0,1,1,0,2,0,0,0,1,0,13,2,0,0,1,0,0,2,19,0
"4522",32428,0.59053343350864,0.624,1,0,1,0,1,3,0,0,0,1,0,20,2,0,0,1,0,0,1,16,1
"4523",25853,0.132558139534884,0.855,1,0,1,1,0,3,0,0,0,1,0,7,3,0,0,0,0,0,1,112,0
"4524",19592,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,6,2,0,0,1,0,0,3,65,1
