"","enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
"2799",28688,"75",0.939,"M","Y","None","Graduate","STEM","13","500-999","Pvt Ltd",">4",116,"0"
"2800",16068,"141",0.763,NA,"Y",NA,"Masters","STEM","19",NA,NA,"never",28,"0"
"2801",10634,"83",0.923,"M","Y","None","Masters","STEM",">20",NA,NA,">4",166,"1"
"2802",4933,"100",0.887,"M","Y","None","Masters","STEM",">20","<10","Pvt Ltd",">4",152,"0"
"2803",12622,"114",0.926,"M","Y","None","Masters","Humanities","4","50-99","Pvt Ltd","never",10,"0"
"2804",22001,"16",0.91,"M","N","None","Masters","STEM",">20",NA,NA,">4",83,"0"
"2805",22882,"114",0.926,NA,"Y","Full-Time","Phd","STEM","14","50-99","Pvt Ltd",">4",61,"0"
"2806",17364,"128",0.527,"M","N","None","Graduate","Other","5",NA,NA,"1",17,"1"
"2807",8254,"102",0.804,"F","Y","None","Masters","STEM","11","100-500","Pvt Ltd",">4",41,"0"
"2808",23966,"67",0.855,NA,"Y","None","Masters","STEM",">20","10000+","Pvt Ltd","1",17,"0"
"2809",12771,"105",0.794,"M","Y","None","Masters","STEM","2","<10","Funded Startup","2",46,"0"
"2810",29007,"104",0.924,"M","Y","None","Graduate","STEM","13","50-99","Funded Startup","1",131,"0"
"2811",11107,"90",0.698,"M","Y","Part-Time","Graduate","STEM","7","100-500","Pvt Ltd","1",55,"0"
"2812",7294,"16",0.91,"M","Y","None","Graduate","STEM","11","100-500","Pvt Ltd","2",12,"0"
"2813",23085,"162",0.767,"M","Y","Full-Time","Graduate","STEM","15","50-99","Pvt Ltd","3",84,"0"
"2814",6945,"16",0.91,"M","Y","None","Graduate","STEM",">20","10000+","Public Sector",">4",94,"0"
"2815",12710,"116",0.743,NA,"Y","None","Masters","STEM","9","1000-4999","Pvt Ltd","1",20,"0"
"2816",6340,"103",0.92,NA,"Y","None","Graduate","STEM",">20",NA,"Pvt Ltd","3",76,"0"
"2817",29985,"103",0.92,"M","N","None","Graduate","STEM",">20","1000-4999","Pvt Ltd","1",124,"0"
"2818",20889,"159",0.843,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd",">4",68,"0"
"2819",13885,"103",0.92,"M","Y","None","Masters","STEM","18","10000+","Pvt Ltd","1",22,"0"
"2820",30927,"103",0.92,"M","Y","None","Graduate","Business","5",NA,NA,"2",54,"1"
"2821",22249,"16",0.91,"M","Y","None","Masters","STEM",">20","10-49","Pvt Ltd","1",12,"0"
"2822",2138,"100",0.887,"M","Y","None","Masters","STEM",">20","<10","Pvt Ltd","1",23,"0"
"2823",6318,"67",0.855,"M","Y","None","Masters","STEM","14","10000+","Pvt Ltd","1",15,"0"
"2824",2391,"160",0.92,"M","N","None","Graduate","STEM",">20",NA,NA,"2",32,"0"
"2825",30848,"16",0.91,"M","N","None","High School","None","2",NA,NA,"never",17,"0"
"2826",12892,"100",0.887,"M","Y","Full-Time","Graduate","STEM","10","100-500",NA,"never",10,"0"
"2827",24030,"75",0.939,"M","N","None","High School","None","6","50-99","Pvt Ltd",">4",162,"0"
"2828",4394,"103",0.92,"F","Y","None","Masters","STEM",">20",NA,NA,">4",46,"0"
"2829",262,"21",0.624,"M","N","Full-Time","High School","None","8",NA,"Pvt Ltd","never",328,"0"
"2830",25550,"111",0.698,"M","N","None","High School","None","8","<10","Pvt Ltd",">4",20,"0"
"2831",21515,"115",0.789,"M","Y","None","Graduate","STEM",">20","10-49","Pvt Ltd","1",4,"0"
"2832",12435,"28",0.939,"M","Y","None","Masters","STEM","10","50-99","Pvt Ltd","1",2,"0"
"2833",2395,"21",0.624,NA,"Y","None","Graduate","STEM","7","<10","Early Stage Startup","1",46,"0"
"2834",31395,"75",0.939,"M","Y","None","Graduate","STEM","6","100-500","Pvt Ltd","1",26,"0"
"2835",30802,"103",0.92,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd","4",88,"0"
"2836",22895,"61",0.913,"M","Y","None","Graduate","STEM",">20","<10","Pvt Ltd",">4",20,"0"
"2837",18087,"138",0.836,"M","Y","None","Graduate","STEM",">20",NA,NA,">4",83,"0"
"2838",3007,"21",0.624,NA,"Y","Part-Time","Phd","Other","4","50-99","Pvt Ltd",NA,8,"1"
"2839",1644,"103",0.92,"M","N","Full-Time","Masters","STEM","14",NA,NA,"never",40,"1"
"2840",15175,"16",0.91,"F","Y","None","Graduate","STEM",">20","100-500","NGO",">4",37,"0"
"2841",899,"159",0.843,"M","Y","None","High School","None",">20",NA,NA,">4",44,"0"
"2842",13489,"114",0.926,"M","N","None","Graduate","STEM","<1","50-99",NA,"1",49,"0"
"2843",25265,"91",0.691,"M","N","None","High School","None","3",NA,NA,"2",8,"0"
"2844",13034,"103",0.92,"M","Y","None","Masters","STEM","10","50-99","Pvt Ltd","1",72,"0"
"2845",14818,"89",0.925,"M","N","Full-Time","Graduate","STEM","1",NA,NA,"1",102,"1"
"2846",6782,"93",0.865,NA,"Y","None","Graduate","STEM","8","10000+","Pvt Ltd","1",30,"0"
"2847",455,"23",0.899,"M","Y","None","Graduate","STEM","4","100-500","Funded Startup","2",52,"0"
"2848",21694,"71",0.884,"F","Y","Part-Time","Graduate","STEM",">20","10000+","Pvt Ltd",">4",99,"0"
"2849",28208,"21",0.624,NA,"N","Full-Time","High School","None","5",NA,NA,"never",91,"1"
"2850",23534,"103",0.92,"M","N","Full-Time","High School","None","6","50-99","Public Sector","2",111,"1"
"2851",16891,"23",0.899,"M","Y","Part-Time","Graduate","STEM","16","10000+","Pvt Ltd","3",9,"0"
"2852",30677,"114",0.926,NA,"Y","None","Phd","STEM",">20","50-99","Pvt Ltd","1",41,"0"
"2853",24875,"103",0.92,NA,"N","Full-Time","Graduate","STEM",NA,"10-49",NA,"1",41,"1"
"2854",4418,"160",0.92,"M","Y","None","Masters","STEM",">20",NA,NA,">4",77,"1"
"2855",29425,"160",0.92,"M","Y","None","Masters","STEM",">20",NA,NA,">4",63,"1"
"2856",29893,"160",0.92,"M","Y","None","Graduate","STEM",">20","500-999","Funded Startup",">4",262,"0"
"2857",910,"9",0.743,"M","Y","None","Masters","STEM","7","<10","Funded Startup","1",17,"1"
"2858",19529,"21",0.624,NA,"Y","None","Graduate","STEM","<1","1000-4999","Pvt Ltd","1",10,"1"
"2859",671,"114",0.926,"M","Y","None","Masters","STEM",">20","10000+","Pvt Ltd","1",20,"0"
"2860",324,"102",0.804,"M","Y","None","Graduate","STEM",">20","<10","Pvt Ltd","4",78,"0"
"2861",6131,"102",0.804,NA,"Y","None","Graduate","STEM",">20",NA,NA,"never",37,"0"
"2862",9374,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",55,"0"
"2863",15270,"160",0.92,"M","N","None","Primary School","None","4",NA,NA,"never",41,"0"
"2864",21539,"73",0.754,"M","Y","None","Graduate","STEM","11","10-49","Pvt Ltd","3",88,"0"
"2865",26308,"138",0.836,"M","N","Full-Time","Graduate","STEM","6",NA,NA,"1",73,"0"
"2866",14106,"103",0.92,"F","N","Full-Time","Graduate","STEM","<1",NA,NA,"1",31,"1"
"2867",12263,"16",0.91,"M","Y","None","Graduate","Humanities","3",NA,NA,">4",2,"0"
"2868",31455,"167",0.921,"M","N","Full-Time","Graduate","STEM","3",NA,NA,"1",76,"1"
"2869",19445,"117",0.698,"M","Y","None","Masters","STEM","8","5000-9999","Pvt Ltd","4",8,"1"
"2870",9260,"21",0.624,"M","Y","Part-Time","Masters","STEM","3","100-500","Pvt Ltd","2",25,"0"
"2871",5955,"102",0.804,"F","Y","None","Masters","STEM","10",NA,"Pvt Ltd","2",24,"0"
"2872",12876,"11",0.55,NA,"Y","None","Graduate","STEM","5","50-99","Pvt Ltd","2",57,"1"
"2873",295,"102",0.804,"M","N","Full-Time","High School","None","4",NA,NA,"never",66,"0"
"2874",27013,"114",0.926,NA,"N","None","Graduate","Humanities","17",NA,NA,">4",33,"0"
"2875",32208,"64",0.666,"M","Y","None","Graduate","STEM","9","10-49","Funded Startup","1",78,"0"
"2876",27152,"11",0.55,"M","Y","None","Graduate","STEM","5","50-99",NA,"2",90,"1"
"2877",9986,"103",0.92,"M","Y","None","Phd","STEM",">20","100-500","Funded Startup","3",34,"0"
"2878",1660,"103",0.92,NA,"Y","None","Graduate","None","8",NA,NA,"1",58,"1"
"2879",6629,"116",0.743,"M","Y","Full-Time","High School","None","10","1000-4999","Pvt Ltd","1",50,"0"
"2880",24282,"23",0.899,"F","Y","None","Masters","STEM","20","500-999","Pvt Ltd",">4",10,"0"
"2881",30394,"114",0.926,"M","Y","None","Masters","STEM","5","100-500","Pvt Ltd","1",9,"0"
"2882",28743,"100",0.887,"M","N","None","High School","None","1",NA,NA,"1",51,"0"
"2883",23692,"91",0.691,"M","Y","None","Graduate","STEM",">20","10-49","Pvt Ltd",">4",45,"0"
"2884",22470,"136",0.897,"M","Y","None","Graduate","STEM","17","10000+","Pvt Ltd",">4",126,"0"
"2885",28559,"103",0.92,"M","Y","None","Graduate","STEM",">20","10-49","Pvt Ltd","1",22,"0"
"2886",31082,"114",0.926,"M","N","Full-Time","Masters","STEM","13","10000+","Public Sector","4",90,"1"
"2887",20636,"173",0.878,"M","Y","None","Masters","STEM",">20",NA,NA,NA,45,"0"
"2888",14584,"157",0.769,NA,"Y","None","Graduate","STEM","4","1000-4999","Public Sector","1",20,"0"
"2889",27871,"75",0.939,NA,"Y","None","Graduate","STEM","7","50-99","Pvt Ltd",">4",108,"0"
"2890",29770,"83",0.923,"F","N","Full-Time","Graduate","STEM","4","10000+",NA,"1",206,"0"
"2891",26620,"19",0.682,"M","Y","None","Graduate","STEM","8",NA,NA,"2",28,"1"
"2892",18424,"98",0.949,"M","N","None","Masters","None",">20","5000-9999","Public Sector","3",22,"0"
"2893",24161,"21",0.624,NA,"Y","None","Graduate","STEM","4","10-49","Pvt Ltd","never",52,"1"
"2894",2342,"104",0.924,"M","Y","None","Masters","Other",">20","50-99","Pvt Ltd","1",65,"0"
"2895",28805,"103",0.92,"M","Y","None","Graduate","STEM","19","100-500","NGO","1",21,"0"
"2896",13329,"114",0.926,"M","Y","None","Phd","STEM",">20",NA,NA,">4",4,"0"
"2897",18995,"67",0.855,NA,"N","Part-Time","High School","None","2",NA,NA,"never",112,"0"
"2898",2869,"16",0.91,"M","Y","None","Graduate","STEM","15",NA,NA,">4",58,"0"
"2899",24574,"143",0.74,"M","N","None","High School","None","<1",NA,NA,"never",312,"0"
"2900",5316,"152",0.698,NA,"N","None","High School","None","3",NA,"Pvt Ltd","never",202,"0"
"2901",22614,"21",0.624,"M","Y","None","Graduate","STEM","5","<10","Early Stage Startup","1",68,"1"
"2902",12549,"21",0.624,"M","Y","None","Graduate","STEM","6","50-99",NA,"1",70,"1"
"2903",438,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Public Sector",">4",77,"0"
"2904",15908,"160",0.92,"M","Y","None","Graduate","STEM","7","10-49","Funded Startup","2",2,"0"
"2905",15170,"114",0.926,"Other","N","Full-Time","High School","None","<1",NA,NA,"never",13,"0"
"2906",13556,"16",0.91,NA,"N","Full-Time","High School","None","1",NA,NA,"never",69,"0"
"2907",16429,"114",0.926,NA,"N","None","Masters","STEM","2","10-49","Pvt Ltd","1",42,"0"
"2908",9025,"67",0.855,NA,"Y",NA,"Masters","STEM","11","100-500","Pvt Ltd",">4",10,"0"
"2909",27720,"142",0.727,"M","Y","None","Graduate","STEM","19","100-500","Funded Startup","2",83,"0"
"2910",21646,"40",0.776,"M","N","Full-Time","High School","None","5",NA,NA,"never",56,"1"
"2911",11962,"39",0.898,"M","Y","None","Masters","STEM",">20","10-49","Pvt Ltd","1",31,"0"
"2912",2157,"10",0.895,"M","Y","None","Graduate","STEM","18","<10","Pvt Ltd",">4",82,"0"
"2913",7815,"65",0.802,"M","Y","None","Graduate","STEM","19","50-99","Pvt Ltd",">4",87,"0"
"2914",28986,"103",0.92,"F","Y","None","Graduate","Humanities",">20","100-500","Pvt Ltd","1",220,"0"
"2915",4753,"67",0.855,NA,"N","Full-Time","High School","None","2",NA,"Pvt Ltd","never",198,"0"
"2916",22453,"76",0.698,NA,"Y","None","Masters","STEM","9","1000-4999","NGO","2",119,"1"
"2917",24154,"103",0.92,"M","N","None","Graduate","Arts","7","50-99","Funded Startup","1",103,"0"
"2918",11418,"103",0.92,"M","N","None","Phd","STEM","16",NA,NA,"1",28,"0"
"2919",25589,"75",0.939,"M","N","Full-Time","High School","None","7","5000-9999","Pvt Ltd","2",48,"0"
"2920",11439,"103",0.92,"M","Y","None","Graduate","STEM","5","10000+","Pvt Ltd","1",184,"0"
"2921",8729,"103",0.92,"M","N","Full-Time","Graduate","STEM","5",NA,NA,"1",21,"0"
"2922",18828,"16",0.91,NA,"Y","None","Masters","STEM","3","10-49","Pvt Ltd","1",248,"0"
"2923",19552,"98",0.949,"M","Y","None","Masters","Other",">20","500-999","Pvt Ltd","2",14,"0"
"2924",6520,"160",0.92,"M","Y","None","Masters","STEM",">20",NA,NA,">4",74,"1"
"2925",1930,"75",0.939,NA,"Y","None","Graduate","Humanities","5","50-99","Pvt Ltd","1",13,"0"
"2926",11306,"103",0.92,"M","Y","None","Masters","STEM","16","10000+","Pvt Ltd","2",3,"1"
"2927",18837,"16",0.91,"F","Y","None","Masters","STEM","5",NA,NA,"2",86,"0"
"2928",28678,"53",0.74,"M","Y","None","Graduate","STEM","4","100-500","Pvt Ltd","2",292,"0"
"2929",189,"71",0.884,NA,"Y","Part-Time","Masters","STEM","13","500-999","Pvt Ltd","1",40,"0"
"2930",5642,"90",0.698,"M","Y","None","Graduate","STEM","5","500-999","Pvt Ltd","1",31,"0"
"2931",13320,"103",0.92,"M","Y","None","Graduate","None","15",NA,NA,">4",174,"1"
"2932",24312,"48",0.493,"M","Y","None","High School","None","4",NA,NA,"1",105,"1"
"2933",17879,"141",0.763,"M","N","Part-Time","Graduate","STEM","2",NA,NA,"2",25,"0"
"2934",23960,"46",0.762,"M","Y","None","Graduate","STEM",">20",NA,NA,"2",70,"0"
"2935",10671,"16",0.91,"M","Y","None","Masters","Other","8","10000+","Pvt Ltd","3",17,"0"
"2936",4338,"19",0.682,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","1",103,"0"
"2937",6313,"160",0.92,"M","Y","None","Masters","STEM","18","50-99","Pvt Ltd","4",109,"0"
"2938",25482,"12",0.64,"M","Y","None","Graduate","STEM","18","100-500","Pvt Ltd",">4",48,"0"
"2939",26022,"103",0.92,"F","Y","None","Masters","Humanities","11","50-99","Public Sector","1",26,"0"
"2940",28481,"103",0.92,"M","Y","None","High School","None","18",NA,"Pvt Ltd",">4",116,"0"
"2941",27611,"103",0.92,"M","Y","None","Graduate","Humanities",">20","100-500","Pvt Ltd",">4",22,"0"
"2942",31931,"16",0.91,"F","Y","None","Graduate","Humanities","2","50-99","Pvt Ltd","never",57,"0"
"2943",7465,"103",0.92,"M","Y","None","Graduate","STEM","4","100-500","Pvt Ltd","2",62,"0"
"2944",14121,"103",0.92,"M","Y","Part-Time","Graduate","STEM","3","100-500","NGO","1",109,"1"
"2945",10567,"67",0.855,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd","2",89,"0"
"2946",21921,"103",0.92,NA,"Y","None","Masters","STEM",">20","500-999","Pvt Ltd","2",146,"0"
"2947",10020,"16",0.91,"M","Y","Full-Time","Graduate","STEM","16","500-999","Pvt Ltd","1",53,"0"
"2948",7755,"114",0.926,"M","Y","None","Masters","STEM",">20","50-99","Pvt Ltd",">4",114,"0"
"2949",26835,"21",0.624,"M","Y","Full-Time","Graduate","STEM","1","10-49","Pvt Ltd","never",21,"1"
"2950",20172,"160",0.92,"M","Y","None","Graduate","STEM","11","1000-4999","Pvt Ltd",">4",52,"0"
"2951",23107,"160",0.92,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd","1",216,"0"
"2952",26378,"145",0.555,"M","N","Full-Time","High School","None","2",NA,NA,"never",34,"1"
"2953",5358,"23",0.899,NA,"Y","None","Graduate","Humanities","2","500-999","Pvt Ltd","1",30,"0"
"2954",22496,"16",0.91,NA,"Y","None","Masters","STEM","2","5000-9999","Pvt Ltd","never",43,"0"
"2955",8203,"21",0.624,"M","Y",NA,"Masters","STEM","5","<10","Early Stage Startup",NA,107,"1"
"2956",29559,"103",0.92,"M","Y","None","Graduate","STEM","15","100-500","Pvt Ltd","2",55,"0"
"2957",25151,"173",0.878,"M","N","Full-Time","Graduate","STEM","3",NA,NA,"3",112,"1"
"2958",2957,"114",0.926,NA,"Y","None","Masters","STEM",">20","500-999","Pvt Ltd",">4",42,"0"
"2959",182,"67",0.855,"M","Y","None","Graduate","STEM","10",NA,"Pvt Ltd","1",28,"0"
"2960",22578,"21",0.624,"M","Y","None",NA,NA,"2",NA,NA,"1",27,"0"
"2961",5379,"74",0.579,"M","Y","None","Graduate","STEM","7","100-500","Pvt Ltd","2",5,"1"
"2962",18274,"160",0.92,"M","Y","None","Graduate","STEM","9","<10","Funded Startup","1",70,"0"
"2963",32824,"21",0.624,NA,"Y","Full-Time","Graduate","STEM","1","50-99","Pvt Ltd","1",48,"1"
"2964",21804,"114",0.926,"M","N","None",NA,NA,"<1",NA,NA,"never",76,"0"
"2965",24426,"114",0.926,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","1",164,"0"
"2966",33090,"71",0.884,"M","Y","Part-Time","Graduate","STEM","12","10000+",NA,"1",77,"0"
"2967",15453,"20",0.796,NA,"Y","None","Masters","STEM","7",NA,NA,"1",109,"0"
"2968",24436,"21",0.624,"M","Y","None","High School","None","14","10-49","Pvt Ltd",">4",3,"1"
"2969",11252,"100",0.887,"M","N","None","Graduate","STEM","14",NA,NA,"1",18,"0"
"2970",27747,"103",0.92,"M","Y","None","Graduate","STEM","11",NA,NA,"2",13,"0"
"2971",31084,"103",0.92,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd",">4",24,"0"
"2972",13711,"16",0.91,NA,"Y","None","Masters","STEM","11","<10","Early Stage Startup","1",79,"0"
"2973",23429,"158",0.766,"M","Y","None","Graduate","STEM","5","100-500","Pvt Ltd",">4",19,"1"
"2974",8247,"61",0.913,NA,"N","Full-Time","High School","None","6",NA,NA,"never",22,"0"
"2975",23573,"103",0.92,"M","N","None","Primary School","None","7",NA,NA,"1",94,"0"
"2976",12327,"103",0.92,"M","Y","None","Graduate","STEM",">20",NA,NA,">4",18,"0"
"2977",15514,"71",0.884,"M","Y","None","Masters","STEM","15","1000-4999","Pvt Ltd","1",6,"0"
"2978",8266,"30",0.698,NA,"Y","None","High School","None","8","<10","Early Stage Startup","1",166,"0"
"2979",22204,"103",0.92,"M","Y","Full-Time","Masters","STEM","10","500-999","Public Sector","1",40,"1"
"2980",18334,"103",0.92,"M","N","Full-Time","High School","None","<1",NA,NA,"never",12,"0"
"2981",10826,"28",0.939,"M","Y","None","Masters","STEM","12","10000+","Public Sector",">4",83,"0"
"2982",5746,"102",0.804,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd",">4",27,"0"
"2983",6806,"16",0.91,NA,"Y","None","Masters","Humanities","4","100-500","Pvt Ltd","2",154,"0"
"2984",25445,"21",0.624,"M","N","Full-Time","Masters","STEM","3","50-99","Pvt Ltd","1",47,"0"
"2985",18732,"50",0.896,"M","N","Full-Time","Masters","STEM","7","50-99","Public Sector","1",54,"0"
"2986",16108,"23",0.899,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd","2",26,"0"
"2987",25158,"128",0.527,NA,"Y","None","Graduate","Business","17",NA,NA,">4",26,"0"
"2988",16313,"149",0.689,"M","Y","None","Graduate","STEM","10","100-500",NA,"1",206,"0"
"2989",23297,"103",0.92,"M","Y","None","High School","None",">20","10-49","Other","1",138,"0"
"2990",24946,"67",0.855,"F","Y","Full-Time","Masters","STEM","16","100-500","Pvt Ltd","3",168,"0"
"2991",31048,"136",0.897,"M","Y","Part-Time","Graduate","STEM","10","<10","Pvt Ltd","1",48,"0"
"2992",20490,"114",0.926,"M","Y","None","High School","None","6","1000-4999","Pvt Ltd","3",15,"1"
"2993",28560,"67",0.855,"M","Y","Full-Time","Graduate","STEM","16","10-49",NA,"1",54,"0"
"2994",18980,"136",0.897,"M","Y","None","Graduate","STEM","12","50-99","Pvt Ltd","2",59,"0"
"2995",29039,"103",0.92,"M","N","None","Graduate","STEM",">20","10000+","Pvt Ltd",">4",32,"0"
"2996",15786,"103",0.92,"M","Y","None","Graduate","STEM","4","50-99","Pvt Ltd","1",9,"0"
"2997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998",21298,"103",0.92,"M","N","Full-Time","Masters","STEM","14","10000+","Public Sector","2",52,"1"
"2999",21161,"160",0.92,NA,"N","None","Phd","STEM","19","100-500","Pvt Ltd",">4",152,"0"
"3000",32128,"160",0.92,"M","Y","Full-Time","Graduate","STEM",">20","100-500","Pvt Ltd","2",136,"0"
"3001",6245,"65",0.802,"M","N","Part-Time","Graduate","STEM","1",NA,NA,"never",29,"1"
"3002",14163,"103",0.92,NA,"Y","None","High School","None","15","10000+","Pvt Ltd",">4",45,"0"
"3003",26726,"16",0.91,NA,"Y","Full-Time","Graduate","STEM","7",NA,NA,"never",16,"0"
"3004",27941,"103",0.92,NA,"N","None","Graduate","STEM","11","10000+","Pvt Ltd","2",36,"0"
"3005",33350,"21",0.624,"M","Y","None","Graduate","STEM","4","<10","Pvt Ltd","3",7,"1"
"3006",18617,"16",0.91,"Other","Y","None","Graduate","STEM","11","5000-9999","Pvt Ltd","1",33,"0"
"3007",10939,"16",0.91,"F","Y","Full-Time","Masters","STEM","12","100-500","Pvt Ltd","1",44,"1"
"3008",15423,"10",0.895,NA,"Y","Part-Time","Masters","STEM","6","10-49","NGO",">4",22,"1"
"3009",27562,"1",0.847,"M","N","Full-Time","Graduate","STEM","2",NA,NA,"never",7,"1"
"3010",19664,"10",0.895,"M","Y","None","Masters","STEM",">20","10000+","Pvt Ltd",">4",30,"0"
"3011",20727,"16",0.91,"M","Y","None","Graduate","STEM","15","100-500","Pvt Ltd","3",125,"0"
"3012",30594,"160",0.92,"M","Y","None","Masters","STEM",">20","1000-4999","Other",">4",30,"0"
"3013",16211,"103",0.92,"M","Y","None","Masters","STEM","11",NA,NA,"4",82,"1"
"3014",7592,"103",0.92,NA,"N","Full-Time","Masters","STEM","6",NA,NA,"never",117,"1"
"3015",14298,"114",0.926,"M","Y","Part-Time","Graduate","Business","7","100-500","Pvt Ltd","2",15,"0"
"3016",16022,"104",0.924,"M","Y","None","Graduate","STEM","12","10-49","Pvt Ltd","1",84,"0"
"3017",3337,"103",0.92,"M","Y","Part-Time","Graduate","STEM","4","100-500","Pvt Ltd","3",52,"0"
"3018",25548,"103",0.92,"M","N","None","Graduate","STEM","3","50-99","Pvt Ltd","2",28,"0"
"3019",27560,"123",0.738,"M","Y","None","Masters","STEM","11","10000+","Pvt Ltd","1",53,"0"
"3020",23929,"71",0.884,"M","N","None","Graduate","STEM","18",NA,NA,">4",18,"0"
"3021",22315,"103",0.92,"F","Y","None","Graduate","STEM","4","10-49","Funded Startup","2",6,"0"
"3022",8508,"116",0.743,"M","Y","None","Masters","STEM","13","1000-4999","Pvt Ltd","1",18,"0"
"3023",31752,"21",0.624,"M","Y","None","Graduate","STEM","3","10-49","Early Stage Startup","1",158,"0"
"3024",14548,"67",0.855,NA,"Y","None","Graduate","STEM","3",NA,NA,"2",36,"1"
"3025",4412,"21",0.624,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd","never",74,"0"
"3026",5495,"103",0.92,"M","Y","Full-Time","Graduate","STEM","5",NA,NA,"1",25,"1"
"3027",8452,"103",0.92,"M","Y","None","Graduate","Humanities","11","50-99","Funded Startup","1",113,"0"
"3028",12430,"11",0.55,"M","Y","None","Graduate","STEM","5","50-99","Pvt Ltd","1",74,"1"
"3029",5373,"140",0.856,"M","N","None","High School","None","1",NA,"Pvt Ltd","never",26,"0"
"3030",451,"162",0.767,"M","Y","Part-Time","Graduate","STEM","10","50-99","Pvt Ltd","2",308,"0"
"3031",23099,"73",0.754,"M","Y","None","Masters","None","19","50-99","Pvt Ltd","4",72,"0"
"3032",14317,"103",0.92,"F","N","None","Masters","STEM","7","1000-4999","Pvt Ltd","2",22,"0"
"3033",31225,"103",0.92,"F","N","Full-Time","Masters","Humanities","7",NA,NA,"1",35,"1"
"3034",26877,"114",0.926,"M","Y","None","Masters","STEM","9","500-999","Pvt Ltd","1",184,"0"
"3035",11281,"75",0.939,"F","N","None","Primary School","None","3",NA,NA,"never",11,"0"
"3036",31573,"36",0.893,"M","Y","None","Graduate","STEM",">20",NA,NA,"2",19,"1"
"3037",15026,"103",0.92,NA,"N","None","Graduate","STEM","<1",NA,NA,"1",50,"0"
"3038",9018,"11",0.55,"M","Y","None","Graduate","STEM","6","50-99","Pvt Ltd","1",91,"1"
"3039",18022,"16",0.91,"M","Y","None","Graduate","STEM","11","500-999","Pvt Ltd","4",46,"0"
"3040",3737,"103",0.92,"M","N","None","Phd","STEM","11","50-99","Pvt Ltd","2",54,"0"
"3041",1445,"72",0.795,"M","Y","None","High School","None","3",NA,NA,"never",45,"0"
"3042",7847,"19",0.682,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd",">4",24,"0"
"3043",9151,"114",0.926,"M","N","Full-Time","High School","None","7",NA,NA,"1",18,"0"
"3044",21769,"118",0.722,"F","Y","None","Masters","STEM",">20","<10","Pvt Ltd",">4",70,"1"
"3045",12031,"24",0.698,"Other","Y","None","Graduate","Business","5",NA,NA,"1",21,"0"
"3046",31056,"103",0.92,"M","Y","None","Graduate","STEM","9",NA,NA,"3",52,"1"
"3047",19386,"80",0.847,"M","N","Part-Time","Graduate","STEM","9","500-999","Pvt Ltd",">4",29,"0"
"3048",19366,"21",0.624,"M","Y","None","Masters","STEM","6","100-500","Pvt Ltd","1",92,"1"
"3049",12877,"103",0.92,"M","Y","None","Graduate","STEM","17","10000+","Pvt Ltd",">4",88,"0"
"3050",28342,"103",0.92,NA,"Y","Part-Time","Masters","STEM","15","1000-4999","Pvt Ltd","2",17,"0"
"3051",12675,"136",0.897,"M","Y","None","Masters","STEM","13","50-99","Funded Startup","1",51,"0"
"3052",29087,"160",0.92,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd",">4",16,"0"
"3053",30281,"103",0.92,"M","Y","None","Graduate","STEM","6","500-999","Pvt Ltd","2",34,"0"
"3054",10077,"67",0.855,"M","Y","Full-Time","Graduate","STEM","10","<10","Early Stage Startup","1",48,"0"
"3055",21915,"16",0.91,NA,"Y","None","Phd","STEM","11","10000+","Pvt Ltd",">4",23,"0"
"3056",11662,"65",0.802,"M","N","Full-Time","High School","None","5","1000-4999",NA,"1",2,"0"
"3057",1426,"16",0.91,NA,"N","None","Graduate","Humanities","<1","50-99","Pvt Ltd","1",72,"0"
"3058",17313,"21",0.624,NA,"Y","Full-Time","Masters","STEM","6",NA,NA,"4",76,"1"
"3059",21525,"21",0.624,"M","Y","None","Masters","STEM","15","50-99","Pvt Ltd","never",30,"0"
"3060",32933,"16",0.91,"M","Y","None","Graduate","STEM","17","100-500","Pvt Ltd",">4",34,"0"
"3061",5097,"103",0.92,NA,"N","None","Graduate","STEM","<1",NA,NA,"1",30,"0"
"3062",31140,"16",0.91,"M","N","None","Primary School","None","<1",NA,NA,"never",31,"0"
"3063",19268,"103",0.92,"M","N","None","Graduate","STEM","16","10-49","Pvt Ltd","1",113,"0"
"3064",5920,"16",0.91,"M","Y","None","Graduate","STEM","11","50-99","Pvt Ltd","4",196,"0"
